"COUNT","Crash ID","Driver Role","Driver Causes","Driver Cse Cats"
1,2806377,1,"410 - Fatigue (drowsy, tired, fell asleep)",Fatigue (Drowsy
1,2806394,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,2806394,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,2806481,1,"151 - Overtaking line of traffic or queue",Overtaking
1,2806481,1,"181 - Following too closely",In Line of Traffic
1,2806488,1,"131 - Lost control when turning",Lost Control
1,2806521,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2806521,1,"131 - Lost control when turning",Lost Control
1,2806521,1,"410 - Fatigue (drowsy, tired, fell asleep)",Fatigue (Drowsy
1,2806535,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2806535,1,"110 - Too fast for conditions",Too fast for Conditions
1,2806535,1,"402 - New driver showed inexperience",Inexperience
1,2806558,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,2806558,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,2806558,2,"402 - New driver showed inexperience",Inexperience
1,2806558,2,"412 - Fatigue due to lack of sleep",Fatigue (Drowsy
1,2806583,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2806583,1,"306 - Failed to give way to ped on a xing",Failed to Give Way
1,2806595,1,"111 - Too fast entering corner",Too fast for Conditions
1,2806595,1,"136 - Lost control due to vehicle fault",Lost Control
1,2806595,1,"431 - Showing off racing",Showing Off
1,2806614,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2806614,1,"410 - Fatigue (drowsy, tired, fell asleep)",Fatigue (Drowsy
1,2806615,1,"101 - Alcohol suspected",Alcohol or Drugs
1,2806615,1,"111 - Too fast entering corner",Too fast for Conditions
1,2806615,1,"150 - Overtaking",Overtaking
1,2900007,1,"106 - Alcohol not suspected, tested and -ve (MoT use only)",Alcohol or Drugs
1,2900007,1,"130 - Lost control",Lost Control
1,2900007,1,"500 - Illness and disability",Illness and Disability
1,2900009,1,"106 - Alcohol not suspected, tested and -ve (MoT use only)",Alcohol or Drugs
1,2900009,2,"102 - Alcohol test below limit",Alcohol or Drugs
1,2900009,2,"308 - Failed to give way at driveway",Failed to Give Way
1,2900009,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,2900019,1,"106 - Alcohol not suspected, tested and -ve (MoT use only)",Alcohol or Drugs
1,2900019,1,"109 - Drugs proven",Alcohol or Drugs
1,2900019,1,"112 - Too fast on straight",Too fast for Conditions
1,2900019,2,"372 - Didnt see/look behind when changing lanes, position or direction",Did Not See or Look for Another Party Until Too Late
1,2900021,1,"370 - Did not see or look for other party until too late",Did Not See or Look for Another Party Until Too Late
1,2900116,1,"376 - Didnt see/look when required to give way to ped",Did Not See or Look for Another Party Until Too Late
1,2900118,1,"106 - Alcohol not suspected, tested and -ve (MoT use only)",Alcohol or Drugs
1,2900118,1,"111 - Too fast entering corner",Too fast for Conditions
1,2900118,1,"131 - Lost control when turning",Lost Control
1,2900174,1,"322 - Did not stop at steady red light",Did not Stop
1,2900174,1,"330 - Inattentive",Inattentive: Failed to Notice
1,2900174,1,"350 - Attention diverted",Attention Diverted By:
1,2901018,1,"137 - Lost control avoiding another vehicle",Lost Control
1,2901018,1,"197 - Suddenly swerved to avoid vehicle",Sudden Action
1,2901018,1,"372 - Didnt see/look behind when changing lanes, position or direction",Did Not See or Look for Another Party Until Too Late
1,2901101,1,"181 - Following too closely",In Line of Traffic
1,2901101,1,"434 - Intimidating driving",Showing Off
1,2901104,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,2901104,2,"323 - Did not stop at steady red arrow",Did not Stop
1,2901104,2,"334 - Failed to notice traffic lights",Inattentive: Failed to Notice
1,2901193,1,"121 - Swung wide on bend",Failed to Keep Left
1,2901422,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,2901422,2,"377 - Didnt see/look when visibility obstructed by other vehicles",Did Not See or Look for Another Party Until Too Late
1,2901450,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2901450,1,"131 - Lost control when turning",Lost Control
1,2901450,1,"430 - Showing off",Showing Off
1,2901523,1,"111 - Too fast entering corner",Too fast for Conditions
1,2901523,1,"131 - Lost control when turning",Lost Control
1,2901523,1,"410 - Fatigue (drowsy, tired, fell asleep)",Fatigue (Drowsy
1,2901524,1,"423 - Wrong pedal",Incorrect use of vehicle controls
1,2901583,1,"372 - Didnt see/look behind when changing lanes, position or direction",Did Not See or Look for Another Party Until Too Late
1,2901594,1,"133 - Lost control under heavy acceleration",Lost Control
1,2901594,1,"402 - New driver showed inexperience",Inexperience
1,2901594,1,"423 - Wrong pedal",Incorrect use of vehicle controls
1,2901635,2,"302 - Failed to give way at give way sign",Failed to Give Way
1,2901635,2,"377 - Didnt see/look when visibility obstructed by other vehicles",Did Not See or Look for Another Party Until Too Late
1,2901654,1,"112 - Too fast on straight",Too fast for Conditions
1,2901654,1,"197 - Suddenly swerved to avoid vehicle",Sudden Action
1,2901655,2,"302 - Failed to give way at give way sign",Failed to Give Way
1,2901686,1,"130 - Lost control",Lost Control
1,2901686,1,"501 - Illness with no warning (eg heart attack)",Illness and Disability
1,2901892,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2901892,1,"402 - New driver showed inexperience",Inexperience
1,2901928,1,"112 - Too fast on straight",Too fast for Conditions
1,2901956,1,"301 - Failed to give way at stop sign",Failed to Give Way
1,2901956,1,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,2902168,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2902168,1,"410 - Fatigue (drowsy, tired, fell asleep)",Fatigue (Drowsy
1,2902196,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2902196,1,"129 - Too far left/right",Failed to Keep Left
1,2902236,2,"308 - Failed to give way at driveway",Failed to Give Way
1,2902236,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,2902256,2,"301 - Failed to give way at stop sign",Failed to Give Way
1,2902256,2,"402 - New driver showed inexperience",Inexperience
1,2902256,2,"410 - Fatigue (drowsy, tired, fell asleep)",Fatigue (Drowsy
1,2902288,1,"353 - Attention diverted by other traffic",Attention Diverted By:
1,2902417,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2902417,1,"112 - Too fast on straight",Too fast for Conditions
1,2902492,2,"302 - Failed to give way at give way sign",Failed to Give Way
1,2902492,2,"377 - Didnt see/look when visibility obstructed by other vehicles",Did Not See or Look for Another Party Until Too Late
1,2902496,1,"302 - Failed to give way at give way sign",Failed to Give Way
1,2902496,1,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,2902498,2,"372 - Didnt see/look behind when changing lanes, position or direction",Did Not See or Look for Another Party Until Too Late
1,2902498,2,"402 - New driver showed inexperience",Inexperience
1,2902534,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,2902650,1,"130 - Lost control",Lost Control
1,2902650,1,"532 - Casualty thrown from vehicle",Miscellaneous Person
1,2902652,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,2902652,2,"377 - Didnt see/look when visibility obstructed by other vehicles",Did Not See or Look for Another Party Until Too Late
1,2902683,1,"331 - Failed to notice car slowing",Inattentive: Failed to Notice
1,2902807,1,"102 - Alcohol test below limit",Alcohol or Drugs
1,2902807,1,"111 - Too fast entering corner",Too fast for Conditions
1,2902807,1,"131 - Lost control when turning",Lost Control
1,2902807,1,"402 - New driver showed inexperience",Inexperience
1,2902811,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,2902811,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,2902872,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2902872,1,"123 - Cutting corner on bend",Failed to Keep Left
1,2902873,1,"350 - Attention diverted",Attention Diverted By:
1,2902945,1,"331 - Failed to notice car slowing",Inattentive: Failed to Notice
1,2902949,1,"112 - Too fast on straight",Too fast for Conditions
1,2902949,1,"137 - Lost control avoiding another vehicle",Lost Control
1,2902949,1,"197 - Suddenly swerved to avoid vehicle",Sudden Action
1,2903122,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,2903122,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,2903130,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2903130,1,"129 - Too far left/right",Failed to Keep Left
1,2903134,1,"372 - Didnt see/look behind when changing lanes, position or direction",Did Not See or Look for Another Party Until Too Late
1,2903213,1,"376 - Didnt see/look when required to give way to ped",Did Not See or Look for Another Party Until Too Late
1,2903244,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,2903244,2,"314 - Failed to give way when waved through by other driver",Failed to Give Way
1,2903244,2,"377 - Didnt see/look when visibility obstructed by other vehicles",Did Not See or Look for Another Party Until Too Late
1,2903253,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,2903253,2,"363 - Attention diverted by driver dazzled by sun/lights",Attention Diverted By:
1,2903253,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,2903254,1,"132 - Lost control under heavy braking",Lost Control
1,2903254,1,"181 - Following too closely",In Line of Traffic
1,2903254,1,"197 - Suddenly swerved to avoid vehicle",Sudden Action
1,2903269,1,"372 - Didnt see/look behind when changing lanes, position or direction",Did Not See or Look for Another Party Until Too Late
1,2903330,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,2903330,2,"377 - Didnt see/look when visibility obstructed by other vehicles",Did Not See or Look for Another Party Until Too Late
1,2903331,1,"353 - Attention diverted by other traffic",Attention Diverted By:
1,2903337,1,"351 - Attention diverted by passengers",Attention Diverted By:
1,2903337,1,"358 - Attention diverted by cigarette etc",Attention Diverted By:
1,2903570,1,"129 - Too far left/right",Failed to Keep Left
1,2903570,1,"377 - Didnt see/look when visibility obstructed by other vehicles",Did Not See or Look for Another Party Until Too Late
1,2903573,1,"101 - Alcohol suspected",Alcohol or Drugs
1,2903573,1,"136 - Lost control due to vehicle fault",Lost Control
1,2903607,1,"372 - Didnt see/look behind when changing lanes, position or direction",Did Not See or Look for Another Party Until Too Late
1,2903628,1,"129 - Too far left/right",Failed to Keep Left
1,2903682,1,"371 - Didnt see/look behind when reversing/manoeuvering",Did Not See or Look for Another Party Until Too Late
1,2903687,1,"322 - Did not stop at steady red light",Did not Stop
1,2903689,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,2903689,2,"314 - Failed to give way when waved through by other driver",Failed to Give Way
1,2903689,2,"377 - Didnt see/look when visibility obstructed by other vehicles",Did Not See or Look for Another Party Until Too Late
1,2903781,1,"372 - Didnt see/look behind when changing lanes, position or direction",Did Not See or Look for Another Party Until Too Late
1,2903787,2,"323 - Did not stop at steady red arrow",Did not Stop
1,2903817,1,"181 - Following too closely",In Line of Traffic
1,2903873,2,"371 - Didnt see/look behind when reversing/manoeuvering",Did Not See or Look for Another Party Until Too Late
1,2903878,1,"323 - Did not stop at steady red arrow",Did not Stop
1,2903878,1,"412 - Fatigue due to lack of sleep",Fatigue (Drowsy
1,2903878,2,"102 - Alcohol test below limit",Alcohol or Drugs
1,2903878,2,"322 - Did not stop at steady red light",Did not Stop
1,2903878,2,"351 - Attention diverted by passengers",Attention Diverted By:
1,2903891,1,"302 - Failed to give way at give way sign",Failed to Give Way
1,2903891,1,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,2903957,2,"301 - Failed to give way at stop sign",Failed to Give Way
1,2903957,2,"377 - Didnt see/look when visibility obstructed by other vehicles",Did Not See or Look for Another Party Until Too Late
1,2903971,1,"306 - Failed to give way to ped on a xing",Failed to Give Way
1,2903971,1,"324 - Did not stop at steady amber light",Did not Stop
1,2903979,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,2903979,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,2904157,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2904157,1,"112 - Too fast on straight",Too fast for Conditions
1,2904302,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2904302,1,"111 - Too fast entering corner",Too fast for Conditions
1,2904302,1,"131 - Lost control when turning",Lost Control
1,2904487,2,"372 - Didnt see/look behind when changing lanes, position or direction",Did Not See or Look for Another Party Until Too Late
1,2904658,2,"363 - Attention diverted by driver dazzled by sun/lights",Attention Diverted By:
1,2904659,2,"353 - Attention diverted by other traffic",Attention Diverted By:
1,2904678,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2904679,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2904679,1,"131 - Lost control when turning",Lost Control
1,2904812,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,2904812,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,2904858,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2904858,1,"111 - Too fast entering corner",Too fast for Conditions
1,2904858,1,"131 - Lost control when turning",Lost Control
1,2904921,1,"104 - Alcohol test result unknown",Alcohol or Drugs
1,2904921,1,"358 - Attention diverted by cigarette etc",Attention Diverted By:
1,2904953,1,"311 - Failed to give way to ped on footpath or verge",Failed to Give Way
1,2904953,1,"376 - Didnt see/look when required to give way to ped",Did Not See or Look for Another Party Until Too Late
1,2904953,1,"378 - Didnt see/look when visibility limited by roadside features",Did Not See or Look for Another Party Until Too Late
1,2904974,1,"102 - Alcohol test below limit",Alcohol or Drugs
1,2904974,1,"412 - Fatigue due to lack of sleep",Fatigue (Drowsy
1,2904977,1,"302 - Failed to give way at give way sign",Failed to Give Way
1,2905165,2,"301 - Failed to give way at stop sign",Failed to Give Way
1,2905165,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,2905171,1,"151 - Overtaking line of traffic or queue",Overtaking
1,2905171,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,2905171,2,"314 - Failed to give way when waved through by other driver",Failed to Give Way
1,2905171,2,"377 - Didnt see/look when visibility obstructed by other vehicles",Did Not See or Look for Another Party Until Too Late
1,2905173,1,"129 - Too far left/right",Failed to Keep Left
1,2905173,1,"341 - Obstruction on roadway",Inattentive: Failed to Notice
1,2905173,1,"363 - Attention diverted by driver dazzled by sun/lights",Attention Diverted By:
1,2905199,1,"306 - Failed to give way to ped on a xing",Failed to Give Way
1,2905199,1,"376 - Didnt see/look when required to give way to ped",Did Not See or Look for Another Party Until Too Late
1,2905235,1,"111 - Too fast entering corner",Too fast for Conditions
1,2905235,1,"131 - Lost control when turning",Lost Control
1,2905235,1,"402 - New driver showed inexperience",Inexperience
1,2905250,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2905250,1,"111 - Too fast entering corner",Too fast for Conditions
1,2905250,1,"402 - New driver showed inexperience",Inexperience
1,2905256,1,"322 - Did not stop at steady red light",Did not Stop
1,2905256,1,"334 - Failed to notice traffic lights",Inattentive: Failed to Notice
1,2905258,1,"137 - Lost control avoiding another vehicle",Lost Control
1,2905258,1,"407 - Driver over-reacted",Inexperience
1,2905307,2,"301 - Failed to give way at stop sign",Failed to Give Way
1,2905307,2,"321 - Did not stop at stop sign",Did not Stop
1,2905420,1,"321 - Did not stop at stop sign",Did not Stop
1,2905420,1,"501 - Illness with no warning (eg heart attack)",Illness and Disability
1,2905426,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,2905426,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,2905428,2,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2905428,2,"109 - Drugs proven",Alcohol or Drugs
1,2905428,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,2905428,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,2905435,1,"320 - Did not stop",Did not Stop
1,2905435,1,"335 - Inattentive: failed to notice intersection or its stop/give way control",Inattentive: Failed to Notice
1,2905435,1,"402 - New driver showed inexperience",Inexperience
1,2905436,2,"302 - Failed to give way at give way sign",Failed to Give Way
1,2905436,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,2905436,2,"384 - Misjudged position of towed vehicle",Misjudged speed
1,2905520,2,"301 - Failed to give way at stop sign",Failed to Give Way
1,2905520,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,2905554,1,"111 - Too fast entering corner",Too fast for Conditions
1,2905554,1,"131 - Lost control when turning",Lost Control
1,2905745,1,"322 - Did not stop at steady red light",Did not Stop
1,2905759,1,"121 - Swung wide on bend",Failed to Keep Left
1,2905776,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2905776,1,"111 - Too fast entering corner",Too fast for Conditions
1,2905776,1,"380 - Misjudged speed, distance or position",Misjudged speed
1,2905783,1,"306 - Failed to give way to ped on a xing",Failed to Give Way
1,2905785,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2905785,1,"111 - Too fast entering corner",Too fast for Conditions
1,2905785,1,"131 - Lost control when turning",Lost Control
1,2905808,1,"112 - Too fast on straight",Too fast for Conditions
1,2905855,2,"102 - Alcohol test below limit",Alcohol or Drugs
1,2905855,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,2905855,2,"314 - Failed to give way when waved through by other driver",Failed to Give Way
1,2905855,2,"377 - Didnt see/look when visibility obstructed by other vehicles",Did Not See or Look for Another Party Until Too Late
1,2905926,1,"501 - Illness with no warning (eg heart attack)",Illness and Disability
1,2905963,1,"306 - Failed to give way to ped on a xing",Failed to Give Way
1,2905963,1,"353 - Attention diverted by other traffic",Attention Diverted By:
1,2905963,1,"376 - Didnt see/look when required to give way to ped",Did Not See or Look for Another Party Until Too Late
1,2905973,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,2905973,2,"382 - Misjudged speed etc of vehicle coming from another dirn with right of way",Misjudged speed
1,2906033,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2906076,2,"301 - Failed to give way at stop sign",Failed to Give Way
1,2906076,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,2906208,2,"102 - Alcohol test below limit",Alcohol or Drugs
1,2906208,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,2906208,2,"400 - Inexperience",Inexperience
1,2906209,1,"110 - Too fast for conditions",Too fast for Conditions
1,2906239,2,"321 - Did not stop at stop sign",Did not Stop
1,2906239,2,"330 - Inattentive",Inattentive: Failed to Notice
1,2906247,1,"330 - Inattentive",Inattentive: Failed to Notice
1,2906247,1,"353 - Attention diverted by other traffic",Attention Diverted By:
1,2906262,2,"303 - Failed to give way when turning to non-turning traffic",Failed to Give Way
1,2906262,2,"377 - Didnt see/look when visibility obstructed by other vehicles",Did Not See or Look for Another Party Until Too Late
1,2906262,2,"404 - Overseas/migrant driver failed to adjust to NZ road rules and road conditions",Inexperience
1,2906286,1,"108 - Drugs suspected",Alcohol or Drugs
1,2906286,1,"410 - Fatigue (drowsy, tired, fell asleep)",Fatigue (Drowsy
1,2906343,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2906343,1,"331 - Failed to notice car slowing",Inattentive: Failed to Notice
1,2906373,1,"101 - Alcohol suspected",Alcohol or Drugs
1,2906373,1,"130 - Lost control",Lost Control
1,2906373,1,"410 - Fatigue (drowsy, tired, fell asleep)",Fatigue (Drowsy
1,2906386,1,"101 - Alcohol suspected",Alcohol or Drugs
1,2906386,1,"514 - Evading enforcement",Intentional or Criminal
1,2906401,2,"301 - Failed to give way at stop sign",Failed to Give Way
1,2906401,2,"375 - Didnt see/look when required to give way to traffic from another direction",Did Not See or Look for Another Party Until Too Late
1,2906417,1,"308 - Failed to give way at driveway",Failed to Give Way
1,2906493,1,"103 - Alcohol test above limit or test refused",Alcohol or Drugs
1,2906493,1,"131 - Lost control when turning",Lost Control
