"COUNT","Crash ID","Driver Sex","Driver Age","Driver Injury","Driver Role","Driver at Fault","Driver License Type","Driver Overseas Type","Driver Ethnicity"
1,2800029,Male, 59,Minor,2,">1 party, no dvr fault",Full,,European
1,2800030,Female, 19,Fatal,2,">1 party, no dvr fault",Full,,NZ Maori
1,2800030,Male, 27,Serious,1,">1 party, dvr prime fault",Restricted,,NZ Maori
1,2800031,Female, 23,Not injured,1,"1 veh, dvr at fault",Learner,,NZ Maori
1,2800032,Male, 38,Not injured,2,">1 party, no dvr fault",Full,,Unknown
1,2800032,Male, 66,Fatal,1,">1 party, dvr prime fault",Unknown,,European
1,2800033,Male, 19,Not injured,1,"1 veh, dvr at fault",Restricted,,NZ Maori
1,2800034,Female, 53,Fatal,1,">1 party, dvr prime fault",Full,,NZ Maori
1,2800034,Male, 61,Minor,2,">1 party, no dvr fault",Full,,European
1,2800035,Female, 17,Fatal,1,">1 party, dvr prime fault",Restricted,,European
1,2800035,Female, 35,Minor,2,">1 party, no dvr fault",Full,,Unknown
1,2800036,Male, 34,Fatal,1,">1 party, dvr part fault",Full,,European
1,2800036,Male, 59,Not injured,2,">1 party, dvr prime fault",Full,,NZ Maori
1,2800037,Male, 20,Fatal,1,"1 veh, dvr at fault",Never Licensed,,NZ Maori
1,2800038,Male, 23,Fatal,1,"1 veh, dvr at fault",Unknown,,NZ Maori
1,2800039,Male, 33,Fatal,1,"1 veh, dvr at fault",Wrong Class,,European
1,2800040,Male, 22,Fatal,1,"1 veh, dvr at fault",Learner,,NZ Maori
1,2800041,Unknown,,Serious,1,">1 party, dvr prime fault",Unknown,,Unknown
1,2800041,Unknown,,Minor,2,">1 party, no dvr fault",Unknown,,Unknown
1,2800042,Female, 41,Fatal,2,">1 party, no dvr fault",Full,,European
1,2800042,Male, 21,Minor,1,">1 party, dvr prime fault",Full,,European
1,2800043,Female, 41,Not injured,2,">1 party, dvr prime fault",Full,,European
1,2800043,Male, 38,Fatal,1,">1 party, no dvr fault",Unknown,,European
1,2800044,Male, 43,Fatal,1,"1 veh, dvr at fault",Full,,European
1,2800045,Male, 21,Not injured,2,">1 party, dvr part fault",Restricted,,NZ Maori
1,2800045,Male, 23,Fatal,1,">1 party, dvr prime fault",Full,,Fijian
1,2800046,Male, 26,Fatal,1,"1 veh, dvr at fault",Restricted,,European
1,2800047,Male, 33,Fatal,1,">1 party, dvr prime fault",Unknown,,Asian
1,2800047,Male, 65,Minor,2,">1 party, dvr part fault",Full,,NZ Maori
1,2800048,Female, 76,Fatal,2,">1 party, dvr prime fault",Full,,Unknown
1,2800048,Male, 39,Not injured,1,">1 party, no dvr fault",Full,,Unknown
1,2800049,Male, 16,Fatal,1,"1 veh, dvr at fault",Restricted,,Unknown
1,2800050,Male, 18,Minor,1,">1 party, no dvr fault",Full,,Asian
1,2800050,Male, 28,Minor,2,">1 party, dvr prime fault",Full,,NZ Maori
1,2800051,Male, 21,Not injured,1,">1 party, no dvr fault",Learner,,NZ Maori
1,2800052,Male, 25,Fatal,1,"1 veh, dvr at fault",Full,,European
1,2800053,Female, 50,Fatal,2,">1 party, dvr prime fault",Learner,,NZ Maori
1,2800053,Male, 51,Not injured,1,">1 party, no dvr fault",Full,,European
1,2800054,Male, 41,Not injured,1,">1 party, dvr prime fault",Full,,NZ Maori
1,2800055,Male, 26,Not injured,1,">1 party, no dvr fault",Full,,European
1,2800055,Male, 83,Fatal,2,">1 party, dvr prime fault",Full,,European
1,2800056,Female, 34,Serious,1,"1 veh, dvr at fault",Full,,NZ Maori
1,2800057,Female, 18,Fatal,1,"1 veh, dvr at fault",Never Licensed,,NZ Maori
1,2800058,Female, 33,Fatal,1,">1 party, dvr prime fault",Full,,European
1,2800058,Male, 36,Not injured,2,">1 party, no dvr fault",Full,,NZ Maori
1,2800058,Male, 57,Not injured,3,">1 party, no dvr fault",Unknown,,Unknown
1,2800059,Female, 63,Fatal,1,">1 party, dvr prime fault",Full,,European
1,2800059,Male, 70,Not injured,2,">1 party, no dvr fault",Full,,European
1,2800060,Female, 18,Fatal,1,"1 veh, dvr at fault",Restricted,,Unknown
1,2800061,Male, 28,Minor,1,">1 party, dvr prime fault",Restricted,,NZ Maori
1,2800061,Male, 65,Minor,2,">1 party, no dvr fault",Full,,Unknown
1,2800062,Male, 75,Fatal,1,"1 veh, dvr at fault",Full,,European
1,2800063,Male, 17,Fatal,1,">1 party, dvr prime fault",Restricted,,NZ Maori
1,2800063,Male, 54,Minor,2,">1 party, no dvr fault",Full,,European
1,2800064,Female, 38,Minor,1,">1 party, dvr prime fault",Full,,European
1,2800064,Male, 22,Fatal,2,">1 party, dvr part fault",Full,,European
1,2800064,Male, 34,Not injured,3,">1 party, no dvr fault",Full,,NZ Maori
1,2800065,Male, 63,Not injured,1,">1 party, no dvr fault",Full,,European
1,2800066,Male, 28,Not injured,1,">1 party, dvr prime fault",Full,,European
1,2800066,Male, 35,Fatal,2,">1 party, no dvr fault",Full,,European
1,2800067,Male, 23,Fatal,1,"1 veh, dvr at fault",Unknown,,Unknown
1,2800068,Male, 50,Not injured,1,">1 party, no dvr fault",Full,,Asian
1,2800069,Female, 77,Fatal,1,">1 party, dvr prime fault",Full,,European
1,2800069,Male, 58,Not injured,2,">1 party, no dvr fault",Full,,European
1,2800070,Male, 16,Fatal,1,"1 veh, dvr at fault",Restricted,,European
1,2800071,Male, 45,Minor,1,"1 veh, dvr at fault",Restricted,,NZ Maori
1,2800072,Male, 24,Fatal,1,"1 veh, dvr at fault",Wrong Class,,NZ Maori
1,2800073,Male, 76,Fatal,1,"1 veh, dvr at fault",Full,,European
1,2800074,Male, 35,Minor,1,">1 party, no dvr fault",Full,,European
1,2800076,Male, 50,Fatal,1,"1 veh, dvr at fault",Full,,European
1,2800077,Female, 49,Fatal,1,">1 party, dvr prime fault",Full,,European
1,2800077,Male, 25,Minor,2,">1 party, no dvr fault",Restricted,,European
1,2800078,Male, 20,Fatal,1,"1 veh, dvr at fault",Learner,,NZ Maori
1,2800079,Male, 18,Fatal,1,"1 veh, dvr at fault",Full,,European
1,2800080,Female, 49,Fatal,1,"1 veh, dvr at fault",Full,,European
1,2800081,Female, 26,Fatal,3,">1 party, no dvr fault",Full,,European
1,2800081,Male, 42,Serious,2,">1 party, no dvr fault",Full,,European
1,2800081,Male, 48,Serious,1,">1 party, dvr prime fault",Full,,European
1,2800082,Male, 59,Not injured,1,">1 party, no dvr fault",Full,,European
1,2800083,Male, 57,Fatal,1,"1 veh, dvr at fault",Disqualified,,NZ Maori
1,2800084,Female, 50,Serious,2,">1 party, no dvr fault",Full,,European
1,2800084,Male, 43,Fatal,1,">1 party, dvr prime fault",Full,,European
1,2800085,Male, 31,Fatal,1,"1 veh, dvr at fault",Restricted,,European
1,2800086,Male, 36,Fatal,1,"1 veh, dvr at fault",Full,,European
1,2800087,Female, 25,Fatal,1,">1 party, dvr prime fault",Full,,European
1,2800087,Male, 25,Minor,2,">1 party, no dvr fault",Full,,European
1,2800088,Male, 24,Fatal,1,"1 veh, dvr at fault",Restricted,,NZ Maori
1,2800089,Male, 42,Not injured,1,">1 party, no dvr fault",Full,,Unknown
1,2800090,Male, 22,Fatal,1,">1 party, dvr prime fault",Full,,Tongan
1,2800090,Male, 49,Not injured,2,">1 party, no dvr fault",Full,,NZ Maori
1,2800091,Male, 21,Fatal,1,"1 veh, dvr at fault",Restricted,,Tongan
1,2800092,Male, 17,Fatal,1,">1 party, dvr prime fault",Learner,,Unknown
1,2800092,Male, 57,Not injured,2,">1 party, no dvr fault",Full,,European
1,2800093,Male, 21,Fatal,1,"1 veh, dvr at fault",Restricted,,European
1,2800094,Male, 36,Fatal,1,"1 veh, dvr at fault",Unknown,,Unknown
1,2800095,Male, 54,Not injured,1,">1 party, no dvr fault",Full,,European
1,2800096,Male, 29,Fatal,1,"1 veh, dvr at fault",Full,,NZ Maori
1,2800097,Female, 41,Fatal,2,">1 party, no dvr fault",Full,,European
1,2800097,Female, 42,Not injured,1,">1 party, dvr prime fault",Full,,NZ Maori
1,2800098,Male, 22,Fatal,1,"1 veh, dvr at fault",Learner,,European
1,2800100,Male, 55,Fatal,2,">1 party, dvr part fault",Full,,European
1,2800100,Male, 60,Minor,1,">1 party, dvr prime fault",Full,,European
1,2800102,Male, 52,Minor,2,">1 party, no dvr fault",Full,,European
1,2800102,Male, 63,Fatal,1,">1 party, dvr prime fault",Full,,European
1,2800103,Male, 20,Fatal,1,">1 party, dvr prime fault",Never Licensed,,NZ Maori
1,2800104,Male, 21,Fatal,1,"1 veh, dvr at fault",Full,,Unknown
1,2800105,Male, 24,Fatal,1,"1 veh, dvr at fault",Learner,,NZ Maori
1,2800106,Male, 41,Not injured,1,">1 party, no dvr fault",Full,,European
1,2800107,Male, 41,Not injured,1,">1 party, no dvr fault",Full,,European
1,2800107,Male, 83,Not injured,2,">1 party, dvr prime fault",Full,,European
1,2800108,Female, 30,Serious,1,"1 veh, dvr at fault",Restricted,,NZ Maori
1,2800109,Male, 63,Serious,1,">1 party, dvr prime fault",Full,,European
1,2800109,Male, 63,Serious,2,">1 party, no dvr fault",Full,,European
1,2800110,Male, 19,Minor,1,"1 veh, dvr at fault",Restricted,,NZ Maori
1,2800111,Female, 23,Serious,2,">1 party, no dvr fault",Full,,European
1,2800111,Male, 18,Serious,1,">1 party, dvr prime fault",Disqualified,,European
1,2800112,Female, 47,Fatal,2,">1 party, no dvr fault",Full,,Cook Islander
1,2800112,Male, 20,Fatal,1,">1 party, dvr prime fault",Full,,NZ Maori
1,2800113,Male, 22,Serious,1,"1 veh, dvr at fault",Learner,,NZ Maori
1,2800114,Female, 27,Fatal,2,">1 party, dvr prime fault",Restricted,,European
1,2800114,Male, 17,Minor,1,">1 party, no dvr fault",Full,,European
1,2800115,Male, 45,Fatal,2,">1 party, no dvr fault",Full,,European
1,2800115,Male, 46,Serious,1,">1 party, dvr prime fault",Full,,European
1,2800116,Female, 23,Fatal,1,">1 party, dvr prime fault",Unknown,,European
1,2800116,Male, 30,Fatal,2,">1 party, dvr part fault",Full,,European
1,2800117,Male, 71,Fatal,1,"1 veh, dvr at fault",Full,,European
1,2800118,Male,,Not injured,1,">1 party, dvr prime fault",Unknown,,Unknown
1,2800119,Male, 44,Not injured,2,">1 party, no dvr fault",Full,,European
1,2800119,Male, 45,Fatal,1,">1 party, dvr prime fault",Full,,European
1,2800120,Male, 16,Minor,1,"1 veh, dvr at fault",Learner,,NZ Maori
1,2800121,Male, 85,Fatal,1,"1 veh, dvr at fault",Full,,European
1,2800122,Male, 49,Fatal,1,"1 veh, dvr at fault",Full,,Unknown
1,2800123,Female, 52,Minor,1,">1 party, dvr prime fault",Full,,European
1,2800123,Male, 65,Fatal,2,">1 party, no dvr fault",Full,,European
1,2800124,Male, 17,Not injured,1,">1 party, dvr prime fault",Full,,Unknown
1,2800125,Male, 78,Fatal,1,">1 party, dvr prime fault",Full,,European
1,2800126,Female, 21,Fatal,1,"1 veh, dvr at fault",Learner,,NZ Maori
1,2800128,Male, 41,Minor,1,"1 veh, dvr at fault",Full,,Unknown
1,2800129,Male, 16,Not injured,2,">1 party, no dvr fault",Restricted,,European
1,2800129,Male, 41,Fatal,1,">1 party, dvr prime fault",Restricted,,NZ Maori
1,2800130,Male, 50,Not injured,1,">1 party, dvr prime fault",Full,,European
1,2800131,Male, 35,Minor,2,">1 party, no dvr fault",Full,,European
1,2800131,Male, 54,Fatal,1,">1 party, dvr prime fault",Full,,Asian
1,2800132,Female, 57,Fatal,2,">1 party, no dvr fault",Full,,European
1,2800132,Male, 29,Minor,1,">1 party, dvr prime fault",Full,,NZ Maori
1,2800133,Male, 19,Serious,1,"1 veh, dvr at fault",Full,,European
1,2800134,Male, 34,Fatal,1,"1 veh, dvr at fault",Full,,European
1,2800135,Female, 20,Fatal,1,"1 veh, dvr at fault",Full,,European
1,2800136,Male, 62,Fatal,1,"1 veh, dvr at fault",Full,,European
1,2800137,Female, 32,Fatal,2,">1 party, no dvr fault",Full,,European
1,2800137,Male, 31,Fatal,1,">1 party, dvr prime fault",Learner,,NZ Maori
1,2800138,Male, 18,Serious,1,"1 veh, dvr at fault",Disqualified,,NZ Maori
1,2800139,Male, 43,Not injured,1,">1 party, no dvr fault",Full,,European
1,2800140,Male, 23,Minor,2,">1 party, no dvr fault",Full,,European
1,2800140,Male, 25,Serious,1,">1 party, dvr prime fault",Restricted,,NZ Maori
1,2800141,Male, 30,Fatal,1,">1 party, dvr prime fault",Restricted,,European
1,2800141,Male, 37,Not injured,2,">1 party, no dvr fault",Full,,European
1,2800143,Male, 26,Not injured,1,"1 veh, dvr at fault",Full,,Asian
1,2800144,Male, 34,Fatal,1,"1 veh, dvr at fault",Learner,,European
1,2800145,Male, 42,Fatal,1,"1 veh, dvr at fault",Learner,,NZ Maori
1,2800146,Male, 15,Fatal,2,">1 party, dvr prime fault",Forbidden,,NZ Maori
1,2800146,Male, 47,Not injured,1,">1 party, no dvr fault",Full,,NZ Maori
1,2800147,Male, 18,Fatal,1,">1 party, dvr part fault",Full,,European
1,2800147,Male, 60,Not injured,2,">1 party, dvr prime fault",Full,,Unknown
1,2800148,Female, 55,Fatal,2,">1 party, no dvr fault",Overseas,Unknown,European
1,2800148,Male, 19,Minor,1,">1 party, dvr prime fault",Disqualified,,NZ Maori
1,2800149,Male, 67,Not injured,1,">1 party, no dvr fault",Full,,European
1,2800150,Male, 53,Fatal,1,"1 veh, dvr at fault",Full,,NZ Maori
1,2800151,Female, 59,Serious,2,">1 party, no dvr fault",Full,,European
1,2800151,Male, 26,Fatal,1,">1 party, dvr prime fault",Wrong Class,,European
1,2800152,Male, 19,Minor,1,"1 veh, dvr at fault",Disqualified,,NZ Maori
1,2800153,Male, 51,Fatal,2,">1 party, dvr prime fault",Overseas,Visitor,Asian
1,2800153,Male, 51,Not injured,1,">1 party, no dvr fault",Full,,Unknown
1,2800154,Male, 36,Fatal,1,"1 veh, dvr at fault",Full,,NZ Maori
1,2800155,Male, 43,Fatal,2,">1 party, dvr prime fault",Full,,European
1,2800155,Male, 73,Not injured,1,">1 party, no dvr fault",Full,,Unknown
1,2800156,Female, 92,Fatal,2,">1 party, dvr prime fault",Full,,European
1,2800156,Male, 50,Not injured,1,">1 party, no dvr fault",Full,,NZ Maori
1,2800157,Female, 18,Fatal,2,">1 party, no dvr fault",Restricted,,European
1,2800157,Male, 17,Minor,1,">1 party, dvr prime fault",Restricted,,European
1,2800158,Female, 44,Fatal,2,">1 party, no dvr fault",Full,,NZ Maori
1,2800158,Male, 59,Not injured,1,">1 party, dvr prime fault",Full,,European
1,2800159,Female, 67,Fatal,1,"1 veh, dvr at fault",Full,,European
1,2800160,Male, 51,Fatal,1,"1 veh, dvr at fault",Full,,European
1,2800161,Male, 25,Fatal,1,">1 party, dvr prime fault",Unknown,,Asian
1,2800161,Male, 42,Not injured,2,">1 party, no dvr fault",Full,,NZ Maori
1,2800162,Male, 61,Fatal,1,"1 veh, dvr at fault",Full,,NZ Maori
1,2800164,Male, 22,Fatal,1,"1 veh, dvr at fault",Learner,,NZ Maori
1,2800165,Male, 32,Fatal,1,"1 veh, dvr at fault",Full,,European
1,2800166,Male, 49,Not injured,1,"1 veh, no dvr fault",Forbidden,,NZ Maori
1,2800167,Female, 80,Fatal,2,">1 party, dvr prime fault",Full,,European
1,2800167,Male, 32,Not injured,1,">1 party, no dvr fault",Full,,NZ Maori
1,2800168,Female, 23,Fatal,1,"1 veh, dvr at fault",Learner,,European
1,2800169,Female, 17,Fatal,1,"1 veh, dvr at fault",Restricted,,European
1,2800170,Male, 23,Serious,1,"1 veh, dvr at fault",Full,,European
1,2800171,Male, 45,Not injured,1,">1 party, no dvr fault",Full,,Other Pacific Islander
1,2800171,Male, 45,Not injured,3,">1 party, no dvr fault",Full,,European
1,2800171,Male, 85,Fatal,2,">1 party, dvr prime fault",Full,,European
1,2800172,Male, 43,Fatal,1,"1 veh, dvr at fault",Full,,European
1,2800173,Male, 44,Serious,2,">1 party, no dvr fault",Disqualified,,NZ Maori
1,2800173,Male, 53,Fatal,1,">1 party, dvr prime fault",Overseas,Visitor,European
1,2800174,Male, 59,Not injured,1,"1 veh, dvr at fault",Full,,NZ Maori
1,2800175,Male, 34,Fatal,1,"1 veh, dvr at fault",Full,,NZ Maori
1,2801003,Male, 30,Not injured,1,">1 party, no dvr fault",Full,,Asian
1,2801016,Male, 26,Minor,1,"1 veh, dvr at fault",Full,,NZ Maori
1,2801042,Male, 39,Not injured,1,">1 party, no dvr fault",Overseas,,European
1,2801062,Male, 32,Not injured,1,">1 party, dvr prime fault",Overseas,,Fijian
1,2801070,Male, 44,Not injured,2,">1 party, dvr prime fault",Full,,European
1,2801089,Female, 49,Not injured,2,">1 party, dvr prime fault",Full,,European
1,2801089,Male, 67,Minor,1,">1 party, no dvr fault",Full,,European
1,2801092,Female, 40,Serious,2,">1 party, no dvr fault",Full,,European
1,2801092,Male, 31,Minor,1,">1 party, dvr prime fault",Unknown,,European
1,2801094,Male, 38,Serious,2,">1 party, no dvr fault",Full,,European
1,2801094,Male, 48,Serious,1,">1 party, dvr prime fault",Full,,Samoan
1,2801096,Female, 26,Not injured,3,">1 party, no dvr fault",Overseas,,European
1,2801096,Female, 27,Serious,2,">1 party, no dvr fault",Full,,Asian
1,2801096,Male, 39,Not injured,4,">1 party, no dvr fault",Full,,European
1,2801096,Male, 42,Not injured,1,">1 party, dvr prime fault",Full,,European
1,2801101,Male, 30,Serious,1,">1 party, dvr prime fault",Overseas,Visitor,Other
1,2801101,Male, 33,Serious,2,">1 party, dvr part fault",Overseas,Visitor,Other
1,2801101,Male,,Not injured,3,">1 party, no dvr fault",Unknown,,European
1,2801103,Male, 39,Not injured,2,">1 party, no dvr fault",Full,,European
1,2801103,Male, 41,Serious,1,">1 party, dvr prime fault",Full,,European
1,2801107,Male, 26,Serious,1,">1 party, dvr prime fault",Overseas,Visitor,European
1,2801107,Male, 43,Minor,2,">1 party, no dvr fault",Full,,European
1,2801111,Female, 54,Serious,1,"1 veh, dvr at fault",Full,,European
1,2801133,Female, 16,Serious,1,"1 veh, dvr at fault",Restricted,,NZ Maori
1,2801134,Female, 46,Minor,2,">1 party, no dvr fault",Full,,European
1,2801134,Male, 60,Serious,1,">1 party, dvr prime fault",Overseas,Visitor,European
1,2801142,Male, 40,Not injured,2,">1 party, no dvr fault",Full,,European
1,2801157,Male, 18,Serious,1,"1 veh, dvr at fault",Full,,European
1,2801160,Male, 22,Minor,1,">1 party, dvr prime fault",Full,,Other
1,2801160,Male, 22,Minor,2,">1 party, no dvr fault",Full,,European
1,2801161,Male, 46,Serious,1,"1 veh, dvr at fault",Full,,European
1,2801175,Male, 45,Serious,1,"1 veh, dvr at fault",Full,,European
1,2801177,Male, 19,Not injured,3,">1 party, no dvr fault",Full,,European
1,2801177,Male, 52,Not injured,1,">1 party, dvr prime fault",Full,,European
1,2801177,Male, 69,Serious,2,">1 party, no dvr fault",Unknown,,Unknown
1,2801186,Male, 36,Serious,1,"1 veh, dvr at fault",Full,,European
1,2801191,Male, 18,Minor,1,"1 veh, dvr at fault",Restricted,,NZ Maori
1,2801204,Male, 35,Serious,2,">1 party, no dvr fault",Full,,NZ Maori
1,2801204,Male, 64,Not injured,1,">1 party, dvr prime fault",Overseas,,European
1,2801205,Female, 43,Minor,1,">1 party, dvr prime fault",Full,,European
1,2801205,Female, 45,Serious,2,">1 party, no dvr fault",Full,,NZ Maori
1,2801213,Female, 32,Serious,2,">1 party, no dvr fault",Overseas,,European
1,2801213,Male, 53,Not injured,1,">1 party, dvr prime fault",Full,,European
1,2801216,Male, 48,Not injured,2,">1 party, dvr prime fault",Full,,European
1,2801220,Female, 34,Not injured,1,">1 party, dvr prime fault",Learner,,NZ Maori
1,2801221,Female, 27,Minor,2,">1 party, dvr prime fault",Restricted,,European
1,2801223,Male, 34,Serious,1,"1 veh, dvr at fault",Restricted,,Samoan
1,2801228,Male, 24,Not injured,1,"1 veh, dvr at fault",Overseas,,Asian
1,2801232,Female, 45,Serious,1,"1 veh, no dvr fault",Full,,European
1,2801246,Female, 33,Serious,1,"1 veh, dvr at fault",Restricted,,European
1,2801257,Male, 31,Serious,1,">1 party, dvr prime fault",Full,,Other Pacific Islander
1,2801257,Male, 49,Minor,2,">1 party, no dvr fault",Full,,NZ Maori
1,2801258,Male, 51,Not injured,1,">1 party, dvr prime fault",Full,,NZ Maori
1,2801275,Male, 68,Not injured,1,">1 party, no dvr fault",Full,,Samoan
1,2801276,Male,,Not injured,1,">1 party, dvr prime fault",Unknown,,Unknown
1,2801310,Male, 25,Serious,2,">1 party, dvr prime fault",Restricted,,Samoan
1,2801310,Male, 43,Minor,1,">1 party, no dvr fault",Full,,Unknown
1,2801311,Male, 34,Not injured,1,">1 party, dvr prime fault",Full,,European
1,2801315,Male, 21,Serious,1,"1 veh, dvr at fault",Forbidden,,Samoan
1,2801335,Male, 46,Not injured,1,">1 party, dvr prime fault",Expired,,European
1,2801337,Female, 20,Not injured,2,">1 party, no dvr fault",Restricted,,Other Pacific Islander
1,2801337,Male, 20,Serious,1,">1 party, dvr prime fault",Full,,Other
1,2801339,Male, 21,Serious,1,">1 party, no dvr fault",Unknown,,Other
1,2801339,Male, 23,Not injured,2,">1 party, dvr prime fault",Unknown,,NZ Maori
1,2801353,Male, 27,Not injured,2,">1 party, dvr prime fault",Full,,European
1,2801353,Male, 41,Serious,1,">1 party, no dvr fault",Full,,European
1,2801364,Female, 42,Serious,1,">1 party, no dvr fault",Full,,European
1,2801364,Male, 17,Minor,2,">1 party, dvr prime fault",Unknown,,NZ Maori
1,2801382,Female, 22,Not injured,1,">1 party, dvr prime fault",Full,,Asian
1,2801384,Male, 48,Not injured,2,">1 party, dvr prime fault",Full,,European
1,2801397,Unknown,,Not injured,1,">1 party, no dvr fault",Unknown,,Unknown
1,2801400,Female, 41,Serious,1,"1 veh, dvr at fault",Overseas,Unknown,European
1,2801403,Male, 27,Not injured,2,">1 party, dvr prime fault",Full,,European
1,2801406,Male, 19,Serious,1,"1 veh, dvr at fault",Full,,European
1,2801414,Unknown,,Not injured,1,">1 party, no dvr fault",Unknown,,Unknown
1,2801424,Female, 25,Serious,1,">1 party, dvr prime fault",Learner,,NZ Maori
1,2801424,Male, 20,Minor,2,">1 party, no dvr fault",Full,,European
1,2801425,Female, 55,Minor,2,">1 party, no dvr fault",Full,,European
1,2801425,Male, 19,Minor,1,">1 party, dvr prime fault",Full,,Unknown
1,2801426,Female, 47,Serious,1,">1 party, dvr prime fault",Full,,European
1,2801426,Male, 62,Minor,2,">1 party, no dvr fault",Full,,European
1,2801433,Female, 33,Minor,2,">1 party, dvr prime fault",Restricted,,NZ Maori
1,2801433,Male, 35,Serious,1,">1 party, no dvr fault",Full,,Unknown
1,2801440,Female, 20,Minor,1,">1 party, no dvr fault",Learner,,NZ Maori
1,2801440,Male, 55,Minor,2,">1 party, dvr prime fault",Unknown,,NZ Maori
1,2801442,Male, 20,Serious,1,"1 veh, dvr at fault",Restricted,,Unknown
1,2801446,Male, 38,Serious,1,"1 veh, dvr at fault",Full,,Unknown
1,2801451,Female, 37,Not injured,1,">1 party, dvr prime fault",Full,,Unknown
1,2801458,Male, 36,Serious,1,"1 veh, dvr at fault",Full,,European
1,2801460,Male, 36,Serious,1,"1 veh, dvr at fault",Full,,Other
1,2801462,Male, 42,Serious,1,"1 veh, dvr at fault",Overseas,,European
1,2801463,Male, 45,Serious,1,"1 veh, dvr at fault",Full,,European
1,2801466,Female, 24,Minor,1,">1 party, dvr prime fault",Restricted,,European
1,2801468,Female, 16,Serious,1,">1 party, dvr prime fault",Restricted,,European
1,2801468,Male, 58,Minor,2,">1 party, no dvr fault",Full,,European
1,2801469,Unknown,,Not injured,1,">1 party, dvr prime fault",Unknown,,Unknown
1,2801475,Female, 34,Serious,1,">1 party, dvr prime fault",Restricted,,European
1,2801475,Male, 40,Not injured,2,">1 party, no dvr fault",Full,,Tongan
1,2801475,Male, 56,Not injured,3,">1 party, no dvr fault",Full,,European
1,2801479,Male, 26,Serious,1,"1 veh, dvr at fault",Disqualified,,European
1,2801482,Female, 26,Not injured,2,">1 party, dvr prime fault",Full,,European
1,2801482,Male, 47,Serious,1,">1 party, no dvr fault",Full,,NZ Maori
1,2801491,Female, 72,Not injured,1,">1 party, no dvr fault",Full,,NZ Maori
1,2801492,Male, 42,Serious,1,"1 veh, dvr at fault",Full,,NZ Maori
1,2801495,Female, 17,Minor,2,">1 party, dvr part fault",Restricted,,European
1,2801495,Male, 23,Serious,1,">1 party, dvr prime fault",Full,,Asian
1,2801496,Male, 27,Serious,1,"1 veh, dvr at fault",Expired,,NZ Maori
1,2801497,Female, 23,Not injured,1,">1 party, no dvr fault",Restricted,,NZ Maori
1,2801499,Male, 35,Serious,1,"1 veh, dvr at fault",Wrong Class,,European
1,2801500,Male, 18,Serious,1,"1 veh, dvr at fault",Full,,European
1,2801504,Male, 34,Not injured,1,">1 party, dvr prime fault",Full,,Fijian
1,2801506,Female, 50,Minor,2,">1 party, no dvr fault",Full,,European
1,2801506,Female, 55,Serious,1,">1 party, dvr prime fault",Full,,European
1,2801507,Male, 18,Minor,1,">1 party, dvr prime fault",Restricted,,European
1,2801507,Male, 19,Serious,2,">1 party, no dvr fault",Learner,,NZ Maori
1,2801514,Male, 25,Minor,2,">1 party, dvr part fault",Restricted,,European
1,2801514,Male, 26,Not injured,1,">1 party, dvr prime fault",Restricted,,European
1,2801514,Male, 41,Not injured,3,">1 party, no dvr fault",Full,,European
1,2801521,Male,,Not injured,2,">1 party, dvr prime fault",Restricted,,Unknown
1,2801524,Male, 22,Not injured,1,">1 party, dvr prime fault",Full,,European
1,2801524,Male, 26,Serious,2,">1 party, dvr part fault",Overseas,Visitor,Other
1,2801525,Female, 34,Serious,1,"1 veh, dvr at fault",Full,,Asian
1,2801526,Male, 21,Serious,1,"1 veh, dvr at fault",Full,,European
1,2801527,Female, 36,Not injured,1,"1 veh, dvr at fault",Forbidden,,NZ Maori
1,2801539,Male, 15,Serious,1,"1 veh, dvr at fault",Learner,,Unknown
1,2801541,Female, 17,Not injured,1,">1 party, no dvr fault",Full,,European
1,2801544,Female, 51,Serious,2,">1 party, no dvr fault",Full,,European
1,2801544,Unknown,,Not injured,1,">1 party, dvr prime fault",Unknown,,Unknown
1,2801550,Female,,Not injured,1,">1 party, dvr prime fault",Unknown,,Unknown
1,2801551,Male, 25,Not injured,2,">1 party, dvr prime fault",Full,,European
1,2801551,Male, 29,Serious,1,">1 party, no dvr fault",Full,,European
1,2801558,Male, 43,Not injured,2,">1 party, no dvr fault",Full,,European
1,2801561,Female, 89,Serious,2,">1 party, dvr prime fault",Full,,European
1,2801561,Male, 32,Not injured,1,">1 party, dvr part fault",Full,,NZ Maori
1,2801563,Female, 47,Not injured,1,">1 party, no dvr fault",Full,,European
1,2801567,Male, 26,Serious,1,">1 party, dvr prime fault",Full,,European
1,2801568,Female, 33,Not injured,1,">1 party, dvr part fault",Unknown,,NZ Maori
1,2801573,Male, 20,Minor,1,"1 veh, dvr at fault",Learner,,NZ Maori
1,2801577,Male, 20,Serious,1,"1 veh, dvr at fault",Full,,European
1,2801592,Female, 18,Not injured,2,">1 party, no dvr fault",Learner,,NZ Maori
1,2801592,Male, 51,Minor,1,">1 party, dvr prime fault",Disqualified,,European
1,2801598,Male, 70,Not injured,1,">1 party, no dvr fault",Full,,European
1,2801599,Unknown,,Not injured,2,">1 party, no dvr fault",Unknown,,Unknown
1,2801612,Male, 38,Not injured,1,">1 party, no dvr fault",Full,,European
1,2801612,Male, 90,Serious,2,">1 party, dvr prime fault",Full,,European
1,2801617,Male, 74,Not injured,1,">1 party, no dvr fault",Full,,European
