"CRASH ROAD","CRASH DIST","CRASH DIRN","SIDE ROAD","CRASH ID","CRASH DATE","CRASH DOW","CRASH TIME","MVMT DESCR","CAUSES","ROAD WET","LIGHT","WTHRa","JUNC TYPE","TRAF CTRL","CRASH FATAL CNT","CRASH SEV CNT","CRASH MIN CNT",,"EASTING","NORTHING"
"ROWANDALE AVENUE","100","N","BETTINA PLACE","201103478","19/05/2011","Thu","1830","CAR1 NBD on ROWANDALE AVENUE hit PEDESTRIAN crossing road from right side","CAR1 failed to give way to ped on a xing, obstruction on roadway","Dry","Dark","Fine","Unknown","Nil","0","1","0","1766399","5901494",
"ROWANDALE AVENUE","20","S","SUNLANDS DRIVE","201003119","07/06/2010","Mon","2237","CAR1 NBD on ROWANDALE AVENUE hit CAR2 headon on straight","CAR1 alcohol test above limit or test refused, failed to keep left on straight  CAR2 alcohol test result unknown","Wet","Dark","Heavy Rain","Unknown","Nil","0","2","1","1766645","5900985",
"ROWCLIFFE CRESCENT","40","N","WOODHAM ROAD","201123068","21/11/2011","Mon","1925","CAR1 SBD on ROWCLIFFE CRESCENT lost control turning left, CAR1 hit Post Or Pole","CAR1 emotionally upset/road rage, attempted suicide, intentional collision","Wet","Overcast","Fine","Unknown","N/A","0","1","0","1573877","5180851",
"ROWLEY AVENUE","","I","BARROWCLOUGH ST","2921316","13/02/2009","Fri","","SUV1 EBD on BARROWCLOUGH ST missed inters or end of road, SUV1 hit House Or Bldg","SUV1 alcohol test above limit or test refused, too fast on straight","Dry","Dark","Light Rain","T Type Junction","Nil","0","1","0","1566709","5176828",
"ROXBURGH ST","300","N","MATHESON CORNER ROAD","201120004","19/02/2011","Sat","2300","VAN1 NBD on ROXBURGH ST lost control; went off road to right, VAN1 went Over Bank, Water/River","VAN1 alcohol test above limit or test refused, too fast on straight, new driver showed inexperience","Dry","Dark","Fine","Unknown","N/A","1","0","0","1310307","4916350",
"ROY ROAD","500","E","WREYS BUSH-MOSSBURN ROAD","201121224","13/02/2011","Sun","1745","CAR1 EBD on ROY ROAD lost control; went off road to right, CAR1 hit Cliff Bank, Ditch","CAR1 alcohol test above limit or test refused, too fast on straight","Dry","Overcast","Fine","Unknown","N/A","0","1","0","1226282","4926402",
"ROY ST","","I","FLORENCE AVENUE","2812080","10/05/2008","Sat","1725","CAR1 NBD on ROY ST lost control; went off road to left, CAR1 hit Parked Vehicle, VAN2 hit Parked Vehicle","CAR1 illness with no warning (eg heart attack)","Dry","Dark","Fine","T Type Junction","Nil","0","1","0","1821662","5530847",
"ROY ST","30","E","MANSFIELD ST","2811648","13/02/2008","Wed","0937","VAN1 WBD on ROY ST while manoeuvring hit PEDESTRIAN crossing road","VAN1 didnt see/look behind when reversing/manoeuvering  PEDESTRIAN2 pedestrian behind reversing/manoeuvering vehicle","Dry","Overcast","Fine","Unknown","Nil","0","1","0","1749138","5424284",
"ROY ST","","I","MATAMAU ST","2812352","25/06/2008","Wed","1720","CAR2 turning right hit by oncoming MOPED1 SBD on ROY ST ","CAR2 alcohol test above limit or test refused, failed to give way when turning to non-turning traffic","Dry","Dark","Mist","T Type Junction","Nil","0","1","0","1821565","5531024",
"ROYAL OFF WBD","30","N","SH 16","201002143","11/04/2010","Sun","0504","CAR1 NBD on ROYAL OFF WBD lost control turning left, CAR1 hit Other","CAR1 alcohol test above limit or test refused, too fast entering corner","Dry","Dark","Fine","Y Type Junction","Nil","0","1","0","1744420","5922299",
"ROYAL ROAD","","I","VADAM ROAD","2800014","26/01/2008","Sat","1845","CAR2 turning right hit by oncoming MOTOR CYCLE1 WBD on ROYAL ROAD ","CAR2 failed to give way when turning to non-turning traffic, didnt see/look when required to give way to traffic from another direction  ENV: visibility limited, dazzling sun","Dry","Twilight","Fine","T Type Junction","Nil","1","0","0","1744064","5922578",
"ROYAL ROAD","","I","VADAM ROAD","201202453","26/04/2012","Thu","0715","VAN1 EBD on ROYAL ROAD hit turning MOTOR CYCLE2 ","VAN1 didnt see/look behind when changing lanes, position or direction","Dry","Overcast","Fine","T Type Junction","Give Way Sign","0","1","0","1744064","5922578",
"ROYDVALE AVENUE","150","N","MEMORIAL AVENUE","201222848","30/07/2012","Mon","1740","CAR2 turning right hit by oncoming MOPED1 NBD on ROYDVALE AVENUE ","CAR2 failed to give way when turning to non-turning traffic  ENV: entering or leaving private house / farm","Wet","Twilight","Light Rain","Driveway","Nil","0","1","1","1564559","5183707",
"RUA ROAD","","I","EASTGLEN ROAD","2805658","23/11/2008","Sun","0035","CAR1 NBD on RUA ROAD lost control; went off road to right, CAR1 hit Fence, Post Or Pole","CAR1 alcohol test above limit or test refused","Dry","Dark","Fine","T Type Junction","Nil","0","1","0","1748220","5913430",
"RUAHAPIA ROAD","150","N","OTENE ROAD","2812571","08/07/2008","Tue","1629","MOTOR CYCLE1 WBD on RUAHAPIA ROAD hit rear end of TRUCK2 stopped/moving slowly","MOTOR CYCLE1 attention diverted by driver dazzled by sun/lights, did not see or look for other party until too late  ENV: dazzling sun","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1932674","5608217",
"RUAHAPIA ROAD","500","N","SH 2","201110069","10/11/2011","Thu","1211","CAR1 SBD on RUAHAPIA ROAD lost control turning left, CAR1 hit Post Or Pole","CAR1 lost control when turning","Dry","Overcast","Fine","Unknown","N/A","1","0","0","1933047","5606976",
"RUAHAPIA ROAD","","I","WHAKATU ROAD","2811611","17/02/2008","Sun","1623","VAN1 NBD on RUAHAPIA ROAD hit rear of CYCLIST2 (Age 57)turning right from left side","VAN1 lost control avoiding another vehicle  CYCLIST2 turned right from left side of road, failed to give way to traffic approaching/crossing from the right","Dry","Bright Sun","Fine","T Type Junction","Give Way Sign","0","1","0","1932575","5608502",
"RUAHINE ROAD","6160","E","KAWHATAU VALLEY ROAD","201211542","23/03/2012","Fri","2030","MOTOR CYCLE1 SBD on RUAHINE ROAD lost control; went off road to left, MOTOR CYCLE1 hit Fence, Ditch","MOTOR CYCLE1 lost control, new driver showed inexperience, fatigue due to long trip","Dry","Dark","Fine","Unknown","Nil","0","1","0","1844849","5588068",
"RUAHINE ST","","I","CHURCH ST","201111730","06/05/2011","Fri","0910","CAR1 NBD on RUAHINE ST hit CYCLIST2 (Age 34)crossing at right angle from right","CAR1 failed to give way at give way sign, didnt see/look when required to give way to traffic from another direction","Wet","Overcast","Fine","Roundabout","Give Way Sign","0","1","0","1823324","5530140",
"RUAHINE ST","","I","CHURCH ST","201013159","11/11/2010","Thu","0730","VAN1 NBD on RUAHINE ST hit CYCLIST2 (Age 48)crossing at right angle from right","VAN1 failed to give way at give way sign, didnt see/look when required to give way to traffic from another direction","Dry","Bright Sun","Fine","Roundabout","Give Way Sign","0","1","0","1823324","5530140",
"RUAHINE ST","","I","FEATHERSTON ST","2812472","19/07/2008","Sat","1259","CAR1 SBD on RUAHINE ST lost control turning right, CAR1 hit Traffic Island, Traffic Sign on right hand bend ","CAR1 illness with no warning (eg heart attack)","Wet","Overcast","Light Rain","X Type Junction","Traffic Signal","0","1","0","1822862","5530978",
"RUAHINE ST","","I","FEATHERSTON ST","201111586","01/03/2011","Tue","1456","CAR1 WBD on FEATHERSTON ST turning left hit PEDESTRIAN crossing RUAHINE ST from left","CAR1 failed to give way when turning at signals to ped, didnt see/look when visibility limited by roadside features  SKATEBOARDER2 driving or riding on footpath, crossing road not complying with traffic signal or school patrol, pedestrian attention diverted eg cigarette, cell phone, music player","Dry","Bright Sun","Fine","X Type Junction","Traffic Signal","0","1","0","1822862","5530978",
"RUAHINE ST","70","S","KOROMIKO AVENUE","201012990","01/09/2010","Wed","1908","CAR1 SBD on RUAHINE ST hit PEDESTRIAN crossing road from left side","PEDESTRIAN2 crossing road, running heedless of traffic, pedestrian wearing dark clothing","Dry","Dark","Fine","Unknown","Nil","0","1","0","1823025","5530682",
"RUAHINE ST","","I","TREMAINE AVENUE","2912418","20/06/2009","Sat","2210","CAR2 turning right hit by oncoming MOPED1 SBD on RUAHINE ST ","CAR2 failed to give way when turning to non-turning traffic, did not stop at steady red light","Dry","Dark","Fine","X Type Junction","Traffic Signal","0","1","0","1822470","5531706",
"RUAKAKA BEACH ROAD","160","S","BREAM BAY DRIVE W","2903565","05/07/2009","Sun","1904","CAR1 NBD on RUAKAKA BEACH ROAD lost control turning right, CAR1 hit Parked Vehicle on right hand bend ","CAR1 alcohol test result unknown, new driver showed inexperience","Wet","Dark","Light Rain","Unknown","Nil","0","1","1","1731122","6025241",
"RUAKIWI ROAD","","I","COLLINGWOOD ST","2902071","23/03/2009","Mon","0849","MOTOR CYCLE1 SBD on RUAKIWI ROAD hit VAN2 turning right onto RUAKIWI ROAD from the left","VAN2 failed to give way at stop sign, misjudged speed etc of vehicle coming from another dirn with right of way","Dry","Bright Sun","Fine","T Type Junction","Stop Sign","0","1","0","1800486","5814776",
"RUAKIWI ROAD","5","N","THACKERAY ST","2904074","09/08/2009","Sun","0330","CAR1 NBD on RUAKIWI ROAD lost control turning left, CAR1 hit Parked Vehicle","CAR1 alcohol test result unknown, too fast entering corner, lost control when turning","Dry","Dark","Fine","T Type Junction","Give Way Sign","0","1","0","1800563","5814623",
"RUAKURA ROAD","470","E","EMMADALE LANE","2904094","05/03/2009","Thu","0430","CAR1 EBD on RUAKURA ROAD lost control turning left, CAR1 hit Ditch","CAR1 alcohol test above limit or test refused, lost control when turning","Dry","Dark","Fine","Unknown","N/A","0","1","2","1802935","5815968",
"RUAKURA ROAD","190","W","NOTTINGHAM DRIVE","2903637","05/03/2009","Thu","0430","CAR1 EBD on RUAKURA ROAD lost control turning left, CAR1 hit Ditch","CAR1 alcohol test above limit or test refused, lost control when turning","Dry","Dark","Fine","Unknown","Nil","0","1","2","1803125","5815987",
"RUAKURA ROAD","50","E","PEACHGROVE ROAD","2902711","11/05/2009","Mon","1526","CAR1 EBD on RUAKURA ROAD hit PEDESTRIAN crossing road from right side","PEDESTRIAN2 stepped out from behind vehicle, crossing road, running heedless of traffic  ENV: heavy rain","Wet","Overcast","Heavy Rain","Unknown","N/A","0","1","0","1802462","5816079",
"RUAKURA ROAD","140","E","PEACHGROVE ROAD","201205779","19/10/2012","Fri","1600","CAR1 EBD on RUAKURA ROAD hit rear end of CAR2 stop/slow for queue","CAR1 failed to notice car slowing  ENV: road surface under construction or maintenance","Dry","Overcast","Fine","Unknown","N/A","0","2","0","1802550","5816060",
"RUAKURA ROAD","150","E","PEACHGROVE ROAD","201001328","11/03/2010","Thu","1655","CAR2 turning right hit by oncoming MOPED1 WBD on RUAKURA ROAD ","CAR2 failed to give way when waved through by other driver, didnt see/look when visibility obstructed by other vehicles  ENV: entering or leaving other commercial","Dry","Bright Sun","Fine","Driveway","N/A","0","1","0","1802559","5816057",
"RUAKURA ROAD","540","E","PEACHGROVE ROAD","201005918","12/12/2010","Sun","1225","CAR1 EBD on RUAKURA ROAD lost control on curve and hit SUV2 head on","CAR1 alcohol test below limit, fatigue (drowsy, tired, fell asleep)","Dry","Bright Sun","Fine","Unknown","N/A","0","2","1","1802939","5815967",
"RUAKURA ROAD","10","E","SUBSTATION ROAD","201100069","30/06/2011","Thu","0816","CAR1 EBD on RUAKURA ROAD hit PEDESTRIAN crossing road from left side","PEDESTRIAN2 crossing road, running heedless of traffic","Dry","Bright Sun","Fine","T Type Junction","Nil","1","0","0","1803104","5815985",
"RUAPEHU ST","70","S","RIWAI ST","201210044","29/07/2012","Sun","0839","MOTOR CYCLE1 SBD on RUAPEHU ST lost control turning left, MOTOR CYCLE1 hit Fence, Kerb, Post Or Pole","MOTOR CYCLE1 alcohol not suspected, tested and -ve (MoT use only), too fast entering corner, lost control when turning, new driver showed inexperience","Dry","Bright Sun","Fine","Unknown","N/A","1","0","0","1769321","5467574",
"RUAPEHU ST","","I","VALLEY ROAD S","201210053","20/09/2012","Thu","1104","MOTOR CYCLE1 NBD on RUAPEHU ST lost control on curve and hit CAR2 head on","MOTOR CYCLE1 alcohol test above limit or test refused, too fast entering corner, lost control when turning","Dry","Overcast","Fine","T Type Junction","Nil","1","0","0","1769368","5467479",
"RUAPUKE ROAD","1940","W","TE MATA ROAD","2902039","16/03/2009","Mon","1840","MOTOR CYCLE1 WBD on RUAPUKE ROAD lost control turning left, MOTOR CYCLE1 hit Fence","MOTOR CYCLE1 too far left/right, attention diverted by driver dazzled by sun/lights  ENV: dazzling sun","Dry","Bright Sun","Fine","Unknown","N/A","0","1","0","1762586","5805300",
"RUAPUKE ROAD","470","S","TUTURIMU ROAD","2904286","23/08/2009","Sun","0025","CAR1 NBD on RUAPUKE ROAD lost control turning right, CAR1 went Over Bank on right hand bend ","CAR1 alcohol test result unknown, lost control on unsealed road","Dry","Dark","Fine","Unknown","N/A","0","1","0","1758048","5803155",
"RUAPUKE ROAD","1150","W","WAIMAUNGA ROAD","201102099","09/04/2011","Sat","1515","MOTOR CYCLE1 EBD on RUAPUKE ROAD lost control turning left, MOTOR CYCLE1 hit Ditch","MOTOR CYCLE1 lost control under heavy braking, suddenly swerved to avoid vehicle, driver over-reacted  ENV: road surface under construction or maintenance","Dry","Bright Sun","Fine","Unknown","N/A","0","1","0","1759871","5805038",
"RUATAHUNA ROAD","2750","N","MINGINUI ROAD","2802850","30/04/2008","Wed","","CAR1 NBD on RUATAHUNA ROAD lost control turning left, CAR1 hit Ditch","CAR1 too fast entering corner, lost control when turning, worn tread on tyre  ENV: road slippery (rain)","Wet","Overcast","Light Rain","Unknown","N/A","0","1","1","1931281","5722059",
"RUATANIWHA ST","15","E","HERBERT ST","2812631","23/05/2008","Fri","1740","CAR1 EBD on RUATANIWHA ST hit PEDESTRIAN crossing road from right side","CAR1 failed to give way to ped on a xing, defective vision, crossing road, running heedless of traffic","Wet","Dark","Light Rain","Unknown","Nil","0","1","0","1903669","5566664",
"RUATITI ROAD","4500","N","MURUMURU ROAD","201211359","16/03/2012","Fri","1045","SUV1 NBD on RUATITI ROAD lost control turning left, SUV1 went Over Bank, Tree, Other","SUV1 lost control when turning, misjudged speed of own vehicle, new driver showed inexperience","Dry","Bright Sun","Fine","Unknown","Nil","0","1","1","1787923","5652623",
"RUATO ROAD","","I","WHANGAROA ROAD","201000111","04/08/2010","Wed","2340","CAR1 NBD on WHANGAROA ROAD lost control turning right, CAR1 went Over Bank, Other, Water/River on right hand bend ","CAR1 alcohol test above limit or test refused, casualty drowned","Wet","Dark","Light Rain","Multi Rd Join","Nil","1","0","0","1667949","6121675",
"RUATOKI VALLEY ROAD","200","N","MISSION ROAD","201103638","16/08/2011","Tue","1545","CAR1 SBD on RUATOKI VALLEY ROAD hit PEDESTRIAN crossing road from right side","PEDESTRIAN2 stepped out from behind vehicle, crossing road, running heedless of traffic, pedestrian child escaped from supervision","Dry","Bright Sun","Fine","Unknown","N/A","0","1","0","1951139","5770489",
"RUATOKI VALLEY ROAD","200","S","NO 1 ROAD","2901219","09/01/2009","Fri","1915","CAR1 NBD on RUATOKI VALLEY ROAD lost control turning right, CAR1 hit Ditch on right hand bend ","CAR1 alcohol test above limit or test refused, too fast entering corner, lost control when turning, showing off wheelspins etc","Dry","Bright Sun","Fine","Unknown","N/A","0","1","2","1950634","5767292",
"RUATOKI VALLEY ROAD","200","S","NO 1 ROAD","2901331","01/02/2009","Sun","1640","CAR1 NBD on RUATOKI VALLEY ROAD lost control turning left, CAR1 hit Ditch","CAR1 alcohol test above limit or test refused, too fast entering corner, lost control when turning, casualty thrown from vehicle","Dry","Bright Sun","Fine","Unknown","N/A","0","1","0","1950634","5767292",
"RUATOKI VALLEY ROAD","140","S","OHOTU ROAD","2900165","21/11/2009","Sat","2300","passenger fell while boarding CAR1 ","CAR1 intentionally leaving moving vehicle","Dry","Dark","Fine","Unknown","Nil","1","0","0","1951138","5770794",
"RUATOKI VALLEY ROAD","1330","S","OPURANA ROAD","2800105","24/07/2008","Thu","0030","MOTOR CYCLE1 SBD on RUATOKI VALLEY ROAD hit obstruction, MOTOR CYCLE1 hit Stray Animal","MOTOR CYCLE1 alcohol test above limit or test refused, drugs suspected, brakes, body or chassis  ENV: farm animal straying","Wet","Dark","Light Rain","Unknown","Nil","1","0","0","1950478","5765856",
"RUATUNA ROAD","","I","OHIWA LOOP ROAD","201005280","07/11/2010","Sun","1100","MOTOR CYCLE1 SBD on OHIWA LOOP ROAD lost control turning left","MOTOR CYCLE1 lost control when turning, failed to notice bend in road","Dry","Bright Sun","Fine","T Type Junction","Stop Sign","0","1","0","1963506","5783547",
"RUE BALGUERIE","200","E","LANGLOIS PLACE","2821282","03/02/2008","Sun","0105","TRUCK1 EBD on RUE BALGUERIE lost control turning right, TRUCK1 hit Tree on right hand bend ","TRUCK1 alcohol test above limit or test refused, too fast entering corner, lost control when turning","Dry","Dark","Fine","Unknown","N/A","0","3","0","1598161","5149311",
"RUE JOLIE","","I","AYLMERS VALLEY ROAD","201222442","16/08/2012","Thu","0330","CAR1 SBD on RUE JOLIE missed inters or end of road, CAR1 hit Tree, Other","CAR1 alcohol test below limit, too fast entering corner, lost control when turning","Dry","Dark","Fine","X Type Junction","Give Way Sign","0","1","1","1596829","5148902",
"RUGBY ST","","I","WINCHESTER ST","2823366","23/10/2008","Thu","1100","CAR1 NBD on WINCHESTER ST hit CAR2 crossing at right angle from right","CAR2 did not stop at stop sign, didnt see/look when required to give way to traffic from another direction","Dry","Overcast","Fine","X Type Junction","Stop Sign","0","1","0","1569177","5181894",
"RUKUHIA ROAD","1000","E","GILLARD ROAD","2904066","29/07/2009","Wed","0827","SUV1 SBD on RUKUHIA ROAD lost control; went off road to right, SUV1 hit Fence","SUV1 too far left/right, lost control while returning to seal from unsealed shoulder, driver over-reacted","Wet","Overcast","Fine","Unknown","N/A","0","2","0","1795782","5803853",
"RULES ROAD","","I","CHERTSEY ROAD","201222955","27/11/2012","Tue","0748","CAR1 NBD on CHERTSEY ROAD hit CAR2 crossing at right angle from right","CAR1 failed to give way at give way sign","Dry","Bright Sun","Fine","X Type Junction","Give Way Sign","0","1","0","1512402","5141302",
"RUN ROAD","240","E","PAH HILL ROAD","201205592","10/11/2012","Sat","0430","CAR1 WBD on RUN ROAD lost control turning right, CAR1 hit Tree on right hand bend ","CAR1 lost control when turning, fatigue (drowsy, tired, fell asleep)","Dry","Dark","Fine","Unknown","Nil","0","1","0","1726654","5978697",
"RUNARUNA ROAD","300","W","PUKETAWA ROAD","201106087","24/10/2011","Mon","1654","SUV1 NBD on RUNARUNA ROAD lost control turning right, SUV1 went Over Bank, Fence on right hand bend ","SUV1 alcohol test below limit, lost control when turning","Dry","Overcast","Fine","Unknown","Nil","0","1","0","1633898","6088053",
"RUNCIMAN ROAD","800","W","GREAT SOUTH ROAD","201203205","09/06/2012","Sat","1605","TRUCK1 NBD on RUNCIMAN ROAD lost control turning right on right hand bend ","TRUCK1 too fast entering corner, lost control when turning","Dry","Overcast","Light Rain","Unknown","Nil","0","1","0","1772917","5888991",
"RUNCIMAN ROAD","610","N","KERN ROAD","201005518","20/11/2010","Sat","1109","CAR1 NBD on RUNCIMAN ROAD hit CAR2 turning right onto RUNCIMAN ROAD from the left","CAR2 failed to give way at driveway  ENV: entering or leaving private house / farm","Dry","Overcast","Unknown","Driveway","Nil","0","1","3","1772519","5885601",
"RUNCIMAN ROAD","320","S","KINCORA LANE","201104380","18/09/2011","Sun","1330","MOTOR CYCLE1 NBD on RUNCIMAN ROAD hit obstruction, MOTOR CYCLE1 hit Stray Animal","ENV: farm animal straying","Dry","Overcast","Fine","Unknown","Nil","0","1","0","1772621","5887830",
"RUSSELL ROAD","15","N","MCVIE ROAD","2804344","13/09/2008","Sat","0155","VAN1 NBD on RUSSELL ROAD lost control turning left, VAN1 hit Fence, Kerb, Post Or Pole","VAN1 alcohol test above limit or test refused, too fast entering corner","Wet","Dark","Light Rain","T Type Junction","Nil","0","1","0","1791760","5842815",
"RUSSELL ROAD","50","W","MOKAU ROAD","2801232","29/01/2008","Tue","0130","CAR1 EBD on RUSSELL ROAD hit obstruction, CAR1 hit Stray Animal","ENV: farm animal straying","Dry","Dark","Fine","Unknown","Nil","0","1","0","1722120","6080858",
"RUSSELL ROAD","300","W","MOKAU ROAD","2900150","11/10/2009","Sun","0430","CAR1 EBD on RUSSELL ROAD hit PEDESTRIAN, CAR1 hit Ditch","CAR1 alcohol test above limit or test refused, lost control avoiding another vehicle  PEDESTRIAN2 Intoxicated non-driver, pedestrian wearing dark clothing, pedestrian sitting / lying on road","Dry","Dark","Fine","Unknown","Nil","1","0","0","1721878","6080798",
"RUSSELL ROAD","1500","N","OAKURA ROAD","2803066","03/05/2008","Sat","1310","CAR1 NBD on RUSSELL ROAD lost control turning left","CAR1 alcohol test below limit, lost control due to road conditions  ENV: road slippery (loose material on seal)","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1720276","6082044",
"RUSSELL ROAD","1200","W","OAKURA ROAD","201104007","14/08/2011","Sun","1730","MOTOR CYCLE1 WBD on RUSSELL ROAD swinging wide hit SUV2 head on","MOTOR CYCLE1 alcohol test above limit or test refused, swung wide on bend","Dry","Dark","Fine","Unknown","Nil","0","1","0","1720470","6081902",
"RUSSELL ROAD","4600","S","RAWHITI ROAD","201000071","23/04/2010","Fri","1420","CAR1 NBD on RUSSELL ROAD lost control turning right, CAR1 hit Fence, Tree on right hand bend ","CAR1 alcohol not suspected, tested and -ve (MoT use only), too far left/right","Dry","Bright Sun","Fine","Unknown","Nil","1","0","0","1718742","6087841",
"RUSSELL ST","","I","RONGOPAI ST","2913731","10/11/2009","Tue","1359","CAR1 NBD on RUSSELL ST hit rear of left turning CAR2 ","CAR1 too fast for conditions, following too closely, emotionally upset/road rage  CAR2 too fast for conditions, suddenly braked","Dry","Overcast","Fine","X Type Junction","Give Way Sign","0","1","0","1821975","5531135",
"RUSSELL ST NORTH","","I","HERETAUNGA ST EAST","2911677","20/03/2009","Fri","1410","CAR1 WBD on HERETAUNGA ST EAST turning right hit PEDESTRIAN crossing RUSSELL ST NORTH from left","PEDESTRIAN2 crossing heedless of traffic, overseas pedestrian","Wet","Overcast","Fine","T Type Junction","Nil","0","1","0","1929821","5604912",
"RUSSELL TERRACE","50","S","RIDDIFORD ST","201010056","03/07/2010","Sat","2254","MOTOR CYCLE1 SBD on RUSSELL TERRACE overtaking hit TAXI2 turning right, MOTOR CYCLE1 hit Parked Vehicle","MOTOR CYCLE1 alcohol test below limit, overtaking vehicle signaling right turn, body or chassis  ENV: entering or leaving private house / farm","Dry","Dark","Fine","Driveway","Nil","1","0","0","1749034","5424493",
"RUTENE ROAD","100","W","MAKI ST","201113171","09/12/2011","Fri","1943","VAN1 EBD on RUTENE ROAD hit parked veh, VAN1 hit Parked Vehicle, CAR2 hit Fence","VAN1 alcohol test below limit, drugs suspected, too far left/right","Dry","Overcast","Fine","Unknown","Nil","0","1","0","2038233","5707916",
"RUTENE ROAD","","I","MAKI ST","2810072","19/11/2008","Wed","1748","TRUCK2 turning right hit by oncoming CAR1 WBD on RUTENE ROAD ","CAR1 alcohol test above limit or test refused  TRUCK2 alcohol test above limit or test refused, failed to give way when turning to non-turning traffic, misjudged speed etc of vehicle coming from another dirn with right of way","Dry","Bright Sun","Fine","T Type Junction","Give Way Sign","1","2","1","2038319","5707865",
"RUTHERFORD ST","80","N","EXAMINER ST","2811604","19/03/2008","Wed","1006","CAR1 NBD on RUTHERFORD ST hit PEDESTRIAN crossing road from left side","CAR1 failed to give way to ped on a xing, didnt see/look when required to give way to ped","Dry","Bright Sun","Fine","Unknown","Nil","0","1","1","1623508","5430420",
"RUTHERFORD ST","","I","VANGUARD ST","2912732","31/08/2009","Mon","1440","CAR1 SBD on RUTHERFORD ST lost control; went off road to right, CAR1 hit Parked Vehicle","CAR1 illness with no warning (eg heart attack)","Dry","Bright Sun","Fine","X Type Junction","Give Way Sign","0","1","0","1623530","5431031",
"RUTLAND ST","","I","WINCHESTER ST","201212875","06/11/2012","Tue","1748","CAR1 SBD on RUTLAND ST lost control turning right, CAR1 hit Fence, Post Or Pole, Ditch on right hand bend ","CAR1 too fast entering corner, lost control when turning, new driver showed inexperience","Dry","Bright Sun","Fine","T Type Junction","Nil","0","2","2","1793317","5499739",
"S CPK DOMINOS PIZZA","30","E","CAMERON ROAD","201103224","04/06/2011","Sat","1840","CAR1 NBD on S CPK DOMINOS PIZZA hit PEDESTRIAN","CAR1 didnt see/look behind when reversing/manoeuvering  PEDESTRIAN2 pedestrian wearing dark clothing  ENV: road slippery (rain)","Wet","Dark","Light Rain","Unknown","N/A","0","1","0","1878413","5822749",
"SABYS ROAD","","I","CANDYS ROAD","2923487","28/10/2009","Wed","0854","MOTOR CYCLE1 WBD on SABYS ROAD hit SUV2 turning right onto SABYS ROAD from the left","SUV2 failed to give way at stop sign, didnt see/look when required to give way to traffic from another direction","Dry","Bright Sun","Fine","T Type Junction","Stop Sign","0","1","0","1564305","5173233",
"SADDLE HILL ROAD","1170","W","MCMASTER ROAD","2922522","31/07/2009","Fri","1530","CAR1 EBD on SADDLE HILL ROAD lost control turning left","CAR1 too fast entering corner, lost control when turning, suddenly braked","Dry","Bright Sun","Fine","Unknown","N/A","0","1","3","1394493","4912687",
"SADDLE ROAD","900","W","HOPE ROAD","201211058","17/01/2012","Tue","0814","CAR1 NBD on SADDLE ROAD lost control on curve and hit CAR2 head on","CAR1 too fast entering corner, lost control when turning, new driver showed inexperience  ENV: road slippery (surface bleeding / defective)","Dry","Bright Sun","Fine","Unknown","Nil","0","1","3","1841734","5534009",
"SADDLE ROAD","50","W","MORGAN ROAD","201211712","09/05/2012","Wed","1040","VAN1 SBD on SADDLE ROAD lost control on curve and hit CAR2 head on","VAN1 lost control due to road conditions  ENV: road slippery (oil/diesel/fuel)","Wet","Overcast","Mist","Unknown","Nil","0","1","0","1840153","5534757",
"SADDLE ROAD","180","N","THE TERRACE","201013112","03/11/2010","Wed","1945","MOTOR CYCLE1 WBD on SADDLE ROAD lost control turning left","MOTOR CYCLE1 too fast entering corner, lost control due to vehicle fault, accelerator or throttle jammed","Dry","Dark","Fine","Unknown","Nil","0","1","0","1834696","5537477",
"SADDLEBACK RISE","100","N","SUNRISE AVENUE","201205147","28/11/2012","Wed","1532","CAR1 NBD on SADDLEBACK RISE lost control turning right, CAR1 hit Tree on right hand bend ","CAR1 lost control due to road conditions, new driver showed inexperience","Wet","Overcast","Fine","Unknown","Nil","0","1","0","1755519","5933226",
"SALCOMBE ST","50","S","TORQUAY ST","201222519","15/09/2012","Sat","1639","MOTOR CYCLE1 SBD on SALCOMBE ST missed inters or end of road, MOTOR CYCLE1 hit Guard Rail","MOTOR CYCLE1 too fast on straight, failed to notice warning sign","Dry","Overcast","Fine","Unknown","N/A","0","1","0","1357249","4869126",
"SALEYARDS ROAD","70","E","BLUE STONE DRIVE","2923227","22/11/2009","Sun","0230","CAR1 WBD on SALEYARDS ROAD lost control turning left, CAR1 hit Cliff Bank","CAR1 alcohol test above limit or test refused, lost control when turning, inattentive","Wet","Dark","Fine","Unknown","N/A","0","1","0","1438230","5004422",
"SALEYARDS ROAD","640","S","STATION ROAD","201100046","01/05/2011","Sun","1158","TRUCK1 SBD on SALEYARDS ROAD hit CAR2 turning right onto SALEYARDS ROAD from the left","CAR2 failed to give way at driveway, didnt see/look when required to give way to traffic from another direction  ENV: entering or leaving roadside stall","Dry","Overcast","Fine","Driveway","Nil","1","2","0","1763302","5910180",
"SALFORD ST","70","W","GRASSLANDS ROAD","2820045","25/05/2008","Sun","1940","MOTOR CYCLE1 WBD on SALFORD ST hit parked veh, MOTOR CYCLE1 hit Parked Vehicle","MOTOR CYCLE1 alcohol not suspected, tested and -ve (MoT use only), too far left/right, new driver showed inexperience  TRUCK2 lights and reflectors at fault or dirty  ENV: street lighting inadequate","Dry","Dark","Fine","Unknown","N/A","1","0","0","1286340","4885251",
