"crashID" "meshblockID" "urbanRural"
2939697 1267701 "Independent Urban Area"
201133233 1229100 "Main urban area"
2941804 1199700 "Main urban area"
201132008 1154800 "Main urban area"
201005264 1125700 "Rural area with low urban influence"
201005691 1125700 "Rural area with low urban influence"
201102381 1125700 "Rural area with low urban influence"
201203723 1125900 "Rural area with low urban influence"
201101609 1125900 "Rural area with low urban influence"
201043125 1231900 "Main urban area"
2845316 1223302 "Main urban area"
201230187 1223302 "Main urban area"
201135564 1223302 "Main urban area"
201135138 1223302 "Main urban area"
201103788 1223302 "Main urban area"
2938371 1223302 "Main urban area"
2841774 1223302 "Main urban area"
2830930 1223302 "Main urban area"
201031263 1223302 "Main urban area"
201001687 1224900 "Main urban area"
201033600 1224900 "Main urban area"
201135740 1224900 "Main urban area"
2903552 1224900 "Main urban area"
201104728 1223302 "Main urban area"
201042932 1223900 "Main urban area"
2837740 1223900 "Main urban area"
201031475 1223900 "Main urban area"
201239876 1223900 "Main urban area"
201138384 1223900 "Main urban area"
201102925 1231700 "Main urban area"
2839251 1232000 "Main urban area"
201240853 1231700 "Main urban area"
2903421 1115802 "Rural area with low urban influence"
2942651 1221700 "Main urban area"
2905819 1221700 "Main urban area"
2805814 1224900 "Main urban area"
201033601 1224900 "Main urban area"
201234093 1224900 "Main urban area"
201040784 1231500 "Main urban area"
2935129 1231500 "Main urban area"
2943146 1231500 "Main urban area"
201134195 1231700 "Main urban area"
2804768 1231700 "Main urban area"
2802300 1231700 "Main urban area"
201038706 1231700 "Main urban area"
2936058 1231700 "Main urban area"
201031442 1231700 "Main urban area"
2839975 1231500 "Main urban area"
2834546 1231500 "Main urban area"
201037168 1231500 "Main urban area"
2840815 1231500 "Main urban area"
2837194 1231500 "Main urban area"
201230239 1231500 "Main urban area"
201139035 1231500 "Main urban area"
201204441 1231500 "Main urban area"
2936042 1231500 "Main urban area"
201031471 1231500 "Main urban area"
2837110 1231500 "Main urban area"
2844169 1221700 "Main urban area"
201037102 1224900 "Main urban area"
201137580 1224900 "Main urban area"
201037117 1224900 "Main urban area"
201040551 1224900 "Main urban area"
2941926 1224900 "Main urban area"
201205414 1224900 "Main urban area"
201102027 1224900 "Main urban area"
2939716 1224900 "Main urban area"
2935152 1224900 "Main urban area"
2802538 1231800 "Main urban area"
201205262 1231800 "Main urban area"
201001623 1231500 "Main urban area"
201230907 1223302 "Main urban area"
2936739 1223900 "Main urban area"
201104521 1192103 "Main urban area"
2939702 1192103 "Main urban area"
2842616 1279041 "Independent Urban Area"
201039306 1324600 "Rural area with moderate urban influence"
201231057 1135600 "Independent Urban Area"
201031139 1309702 "Independent Urban Area"
2930517 1309702 "Independent Urban Area"
201234481 1310000 "Independent Urban Area"
2844222 1309702 "Independent Urban Area"
201031328 1309702 "Independent Urban Area"
201104790 1309702 "Independent Urban Area"
2839398 1309702 "Independent Urban Area"
2943491 1309702 "Independent Urban Area"
201134192 1307300 "Independent Urban Area"
201137133 1307300 "Independent Urban Area"
2842633 1309702 "Independent Urban Area"
201201084 1309702 "Independent Urban Area"
2934946 1309601 "Independent Urban Area"
201240351 1307300 "Independent Urban Area"
201040889 1307300 "Independent Urban Area"
2830931 1307300 "Independent Urban Area"
2902730 1309702 "Independent Urban Area"
2845068 1309702 "Independent Urban Area"
201104671 1309702 "Independent Urban Area"
2944670 1309702 "Independent Urban Area"
201004427 1309800 "Independent Urban Area"
201005974 1309800 "Independent Urban Area"
201136669 1309800 "Independent Urban Area"
201135764 1309800 "Independent Urban Area"
2901238 1312301 "Independent Urban Area"
2905687 1114700 "Rural area with low urban influence"
201136479 1180006 "Main urban area"
201030814 1235600 "Main urban area"
2844152 1255200 "Main urban area"
201030063 1169301 "Main urban area"
2933409 1191703 "Rural area with high urban influence"
2839928 1201100 "Main urban area"
2931307 1214100 "Satellite Urban Area"
201031268 1143200 "Independent Urban Area"
201033613 1143200 "Independent Urban Area"
2943337 1139700 "Independent Urban Area"
2935691 1143200 "Independent Urban Area"
201036210 1143200 "Independent Urban Area"
2932301 1143200 "Independent Urban Area"
201138366 1211500 "Rural area with moderate urban influence"
201231118 1172200 "Main urban area"
2834027 1326115 "Independent Urban Area"
201234057 1127902 "Rural area with low urban influence"
201230251 1127902 "Rural area with low urban influence"
201002354 1154400 "Main urban area"
201036314 1153900 "Main urban area"
201001401 1153206 "Main urban area"
201136392 1154200 "Main urban area"
2941962 1154200 "Main urban area"
2802898 1154200 "Main urban area"
201204424 1154500 "Main urban area"
2902380 1154400 "Main urban area"
2802887 1154400 "Main urban area"
201137165 1153900 "Main urban area"
2804370 1154000 "Main urban area"
201040776 1154000 "Main urban area"
2845181 1154000 "Main urban area"
2933175 1154000 "Main urban area"
2833587 1153801 "Main urban area"
2936442 1153801 "Main urban area"
201043331 1154000 "Main urban area"
201235476 1189302 "Rural area with high urban influence"
201137515 1221802 "Main urban area"
201043126 1251000 "Rural area with high urban influence"
201042809 1132502 "Rural area with low urban influence"
201236649 1132501 "Rural area with moderate urban influence"
201043013 1132501 "Rural area with moderate urban influence"
2905671 1132800 "Rural area with low urban influence"
201239315 1132800 "Rural area with low urban influence"
201201962 1132502 "Rural area with low urban influence"
2905685 1132502 "Rural area with low urban influence"
2801972 1200300 "Main urban area"
201237229 1200300 "Main urban area"
201101555 1200500 "Main urban area"
201135085 1200700 "Main urban area"
2944359 1200700 "Main urban area"
201203322 1200300 "Main urban area"
2845350 1200200 "Main urban area"
2806393 1200800 "Main urban area"
201101554 1200402 "Main urban area"
201134799 1200700 "Main urban area"
201233027 1161200 "Main urban area"
2936813 1224500 "Main urban area"
2902063 1208600 "Rural area with moderate urban influence"
201239307 1208600 "Rural area with moderate urban influence"
201004363 1208600 "Rural area with moderate urban influence"
201136413 1208800 "Rural area with moderate urban influence"
201201336 1208800 "Rural area with moderate urban influence"
2942606 1315400 "Independent Urban Area"
2933132 1173800 "Main urban area"
2937482 1170002 "Main urban area"
2935766 1173900 "Main urban area"
201041220 1185202 "Rural area with moderate urban influence"
2842727 1139500 "Independent Urban Area"
201002641 1139000 "Independent Urban Area"
2844484 1220800 "Main urban area"
2833548 1139700 "Independent Urban Area"
201201399 1139700 "Independent Urban Area"
201036197 1139200 "Independent Urban Area"
201134725 1146800 "Independent Urban Area"
2833552 1147400 "Independent Urban Area"
201130574 1146900 "Independent Urban Area"
201101053 1147800 "Independent Urban Area"
2834001 1206825 "Main urban area"
201031256 1261100 "Rural area with low urban influence"
2900095 1260900 "Highly rural/remote area"
201138276 1188102 "Main urban area"
201137243 1312000 "Independent Urban Area"
201135746 1305300 "Independent Urban Area"
2937940 1307800 "Independent Urban Area"
201241364 1307800 "Independent Urban Area"
201030649 1307800 "Independent Urban Area"
201043351 1267400 "Independent Urban Area"
201043321 1176800 "Main urban area"
2831285 1205023 "Main urban area"
2938689 1205023 "Main urban area"
201132007 1205024 "Main urban area"
201044335 1257900 "Main urban area"
2806073 1161000 "Main urban area"
201103229 1241700 "Main urban area"
2933064 1237000 "Main urban area"
201104576 1242000 "Main urban area"
201204447 1301302 "Rural area with moderate urban influence"
201203923 1301302 "Rural area with moderate urban influence"
2941017 1214205 "Satellite Urban Area"
201136398 1214500 "Satellite Urban Area"
2801497 1214205 "Satellite Urban Area"
201203465 1207400 "Satellite Urban Area"
2937995 1214204 "Satellite Urban Area"
201134989 1214400 "Satellite Urban Area"
2936440 1214500 "Satellite Urban Area"
2936894 1221400 "Main urban area"
2840816 1243401 "Main urban area"
201205943 1328501 "Independent Urban Area"
201039478 1329400 "Independent Urban Area"
201230923 1328502 "Rural area with moderate urban influence"
201102950 1328502 "Rural area with moderate urban influence"
2835539 1328502 "Rural area with moderate urban influence"
2943364 1328502 "Rural area with moderate urban influence"
201203460 1320502 "Independent Urban Area"
201201096 1321100 "Independent Urban Area"
201203919 1320900 "Independent Urban Area"
201033653 1320900 "Independent Urban Area"
2835506 1320900 "Independent Urban Area"
201130581 1132300 "Independent Urban Area"
201137335 1130300 "Independent Urban Area"
201241069 1294300 "Independent Urban Area"
201139235 1277502 "Independent Urban Area"
201233617 1277502 "Independent Urban Area"
2943466 1221100 "Main urban area"
2837871 1221100 "Main urban area"
2837010 1209502 "Rural area with low urban influence"
2831219 1209600 "Rural area with moderate urban influence"
2837104 1209700 "Rural area with low urban influence"
2934532 1209700 "Rural area with low urban influence"
2941973 1209700 "Rural area with low urban influence"
201230667 1209502 "Rural area with low urban influence"
201139221 1209502 "Rural area with low urban influence"
201104751 1209502 "Rural area with low urban influence"
201040772 1211000 "Rural area with moderate urban influence"
2806286 1208700 "Rural area with moderate urban influence"
201039421 1208700 "Rural area with moderate urban influence"
201037290 1208700 "Rural area with moderate urban influence"
2842659 1192800 "Main urban area"
201001369 1177202 "Main urban area"
2834044 1177202 "Main urban area"
2845232 1192800 "Main urban area"
201230276 1177500 "Main urban area"
2935758 1177400 "Main urban area"
201031112 1177300 "Main urban area"
2931300 1177500 "Main urban area"
2839274 1235600 "Main urban area"
2844160 1235600 "Main urban area"
2937508 1235300 "Main urban area"
201137588 1236900 "Main urban area"
201230046 1241200 "Main urban area"
2942554 1243100 "Main urban area"
201104596 1243100 "Main urban area"
2936865 1235700 "Main urban area"
201132434 1235600 "Main urban area"
2833114 1235500 "Main urban area"
201238344 1239300 "Main urban area"
2836954 1239300 "Main urban area"
201238904 1241200 "Main urban area"
201033059 1239300 "Main urban area"
2833109 1239200 "Main urban area"
2802322 1239200 "Main urban area"
201139128 1239200 "Main urban area"
2837738 1239200 "Main urban area"
201003227 1239200 "Main urban area"
2844396 1239200 "Main urban area"
2933079 1239200 "Main urban area"
201104780 1239200 "Main urban area"
2937358 1239200 "Main urban area"
201234086 1239200 "Main urban area"
201042838 1239200 "Main urban area"
2840810 1241100 "Main urban area"
2831746 1241100 "Main urban area"
2938370 1241100 "Main urban area"
2834550 1235500 "Main urban area"
201136622 1235500 "Main urban area"
201006047 1241100 "Main urban area"
201232216 1241100 "Main urban area"
201236474 1241100 "Main urban area"
201231063 1235500 "Main urban area"
201005635 1241100 "Main urban area"
2839220 1235300 "Main urban area"
201138099 1230000 "Main urban area"
201003796 1230300 "Main urban area"
201006429 1230300 "Main urban area"
201201264 1229500 "Main urban area"
201231536 1229500 "Main urban area"
2902360 1229500 "Main urban area"
2837881 1229500 "Main urban area"
201041805 1229500 "Main urban area"
2845253 1229500 "Main urban area"
2803585 1237400 "Main urban area"
2901705 1237400 "Main urban area"
2936882 1228500 "Main urban area"
2802836 1229500 "Main urban area"
2804167 1227300 "Main urban area"
2938006 1227300 "Main urban area"
201005640 1227300 "Main urban area"
2936057 1227300 "Main urban area"
2834432 1227300 "Main urban area"
201137282 1230300 "Main urban area"
2839371 1227500 "Main urban area"
2834238 1227500 "Main urban area"
201234029 1227300 "Main urban area"
201034286 1227300 "Main urban area"
201031100 1227300 "Main urban area"
2933032 1227300 "Main urban area"
201234098 1227300 "Main urban area"
2903546 1228500 "Main urban area"
201201961 1228500 "Main urban area"
2834234 1228500 "Main urban area"
2906468 1237600 "Main urban area"
201201181 1229500 "Main urban area"
2938678 1229500 "Main urban area"
2936863 1229500 "Main urban area"
201103306 1229500 "Main urban area"
201104774 1237400 "Main urban area"
2803303 1237400 "Main urban area"
2902362 1265502 "Rural area with high urban influence"
201031565 1265502 "Rural area with high urban influence"
201237217 1141600 "Independent Urban Area"
201001736 1325500 "Rural area with low urban influence"
201031118 1325800 "Rural area with low urban influence"
201003287 1325400 "Rural area with low urban influence"
201240692 1325400 "Rural area with low urban influence"
201136608 1138908 "Independent Urban Area"
2844414 1138908 "Independent Urban Area"
2835541 1331300 "Rural area with low urban influence"
201004430 1331000 "Rural area with low urban influence"
201201955 1262000 "Rural area with low urban influence"
201130016 1191900 "Rural area with high urban influence"
201031248 1288400 "Rural area with low urban influence"
201034310 1262300 "Rural area with moderate urban influence"
201132516 1212202 "Rural area with low urban influence"
2844682 1251100 "Rural area with moderate urban influence"
201040804 1251000 "Rural area with high urban influence"
2837918 1171800 "Main urban area"
201043014 1139700 "Independent Urban Area"
201131454 1143000 "Independent Urban Area"
201202269 1139300 "Independent Urban Area"
2939668 1139600 "Independent Urban Area"
201040531 1139200 "Independent Urban Area"
201005981 1139200 "Independent Urban Area"
2844377 1207202 "Satellite Urban Area"
201000115 1207203 "Rural area with low urban influence"
2934546 1176200 "Main urban area"
201134219 1173500 "Main urban area"
201041219 1175702 "Main urban area"
2902084 1254300 "Main urban area"
2833165 1179502 "Main urban area"
2934710 1179502 "Main urban area"
2931451 1279406 "Independent Urban Area"
2904256 1279406 "Independent Urban Area"
201230033 1279407 "Independent Urban Area"
2933080 1279106 "Independent Urban Area"
2904063 1279108 "Highly rural/remote area"
2803305 1279108 "Highly rural/remote area"
2844140 1279407 "Independent Urban Area"
2834089 1278402 "Rural area with moderate urban influence"
2938390 1278900 "Rural area with moderate urban influence"
201031171 1279108 "Highly rural/remote area"
201137577 1279407 "Independent Urban Area"
201233020 1265501 "Rural area with high urban influence"
201103041 1265800 "Rural area with high urban influence"
201135599 1265900 "Rural area with high urban influence"
201139409 1296500 "Independent Urban Area"
2933417 1202200 "Main urban area"
2845588 1204924 "Main urban area"
201234477 1200000 "Main urban area"
201238788 1200000 "Main urban area"
201230651 1200000 "Main urban area"
201002210 1200000 "Main urban area"
2834283 1202200 "Main urban area"
2838631 1202200 "Main urban area"
2803366 1202200 "Main urban area"
201135101 1202200 "Main urban area"
201138251 1202100 "Main urban area"
2831791 1202100 "Main urban area"
201036321 1202100 "Main urban area"
2837406 1204922 "Main urban area"
2840758 1204922 "Main urban area"
201001002 1204922 "Main urban area"
2805821 1202100 "Main urban area"
2944099 1202100 "Main urban area"
2837921 1202200 "Main urban area"
2930413 1202100 "Main urban area"
201132021 1204936 "Main urban area"
201040771 1204921 "Main urban area"
201204365 1204921 "Main urban area"
2842049 1204937 "Main urban area"
201037180 1204921 "Main urban area"
2835370 1204921 "Main urban area"
201230291 1204937 "Main urban area"
201139194 1204925 "Main urban area"
201204328 1204925 "Main urban area"
201038358 1204925 "Main urban area"
201039337 1204925 "Main urban area"
201204809 1204925 "Main urban area"
201104730 1204925 "Main urban area"
201032660 1204925 "Main urban area"
201003396 1129100 "Independent Urban Area"
2803580 1128600 "Independent Urban Area"
201205406 1134700 "Independent Urban Area"
2941172 1129000 "Independent Urban Area"
201138010 1129000 "Independent Urban Area"
201136339 1243100 "Main urban area"
2931482 1243100 "Main urban area"
201001696 1278319 "Highly rural/remote area"
201002213 1194500 "Main urban area"
2932339 1194500 "Main urban area"
201041800 1194500 "Main urban area"
201034196 1194500 "Main urban area"
201104793 1195400 "Main urban area"
201205757 1195800 "Main urban area"
201236436 1195800 "Main urban area"
201042916 1195800 "Main urban area"
201102906 1195800 "Main urban area"
201201038 1197300 "Main urban area"
2842749 1197700 "Main urban area"
201001346 1194500 "Main urban area"
2902376 1194700 "Main urban area"
2845275 1194700 "Main urban area"
201230695 1195800 "Main urban area"
201037189 1196300 "Main urban area"
2944491 1197700 "Main urban area"
2837904 1198300 "Main urban area"
201002222 1198300 "Main urban area"
201035075 1198300 "Main urban area"
201101038 1195400 "Main urban area"
201005607 1196300 "Main urban area"
2937486 1196400 "Main urban area"
201043020 1196400 "Main urban area"
2943170 1196400 "Main urban area"
2831354 1196400 "Main urban area"
201005247 1196400 "Main urban area"
2934565 1196400 "Main urban area"
201006146 1196400 "Main urban area"
201003289 1196400 "Main urban area"
2902058 1196400 "Main urban area"
2941812 1197300 "Main urban area"
2845187 1197300 "Main urban area"
201001350 1196400 "Main urban area"
2834426 1257600 "Main urban area"
201234796 1257600 "Main urban area"
201131415 1257600 "Main urban area"
201039354 1210402 "Rural area with low urban influence"
2831258 1203600 "Main urban area"
2835639 1138907 "Independent Urban Area"
2837168 1287200 "Independent Urban Area"
2933041 1148200 "Independent Urban Area"
2837736 1148200 "Independent Urban Area"
201137555 1163001 "Main urban area"
201004783 1266619 "Independent Urban Area"
2938074 1308800 "Independent Urban Area"
201241214 1181804 "Rural area with low urban influence"
201204821 1204000 "Main urban area"
201043335 1316200 "Independent Urban Area"
201000061 1333100 "Highly rural/remote area"
2804738 1333200 "Rural area with low urban influence"
2804759 1303302 "Highly rural/remote area"
2942681 1303302 "Highly rural/remote area"
2939044 1185100 "Rural area with moderate urban influence"
201038816 1328100 "Independent Urban Area"
201230052 1203000 "Main urban area"
2938383 1270600 "Independent Urban Area"
201230350 1203204 "Main urban area"
201005994 1203204 "Main urban area"
201132069 1203204 "Main urban area"
201203474 1184200 "Rural area with low urban influence"
201040763 1204403 "Main urban area"
201137266 1205102 "Main urban area"
201041216 1205403 "Main urban area"
201040899 1205101 "Main urban area"
2932250 1205401 "Main urban area"
2801486 1205101 "Main urban area"
201203444 1204403 "Main urban area"
2837153 1205401 "Main urban area"
201104695 1205401 "Main urban area"
2901384 1205401 "Main urban area"
2804089 1204403 "Main urban area"
2942522 1204403 "Main urban area"
201137269 1204403 "Main urban area"
2800054 1204403 "Main urban area"
201001404 1204403 "Main urban area"
201005040 1205401 "Main urban area"
2938075 1205401 "Main urban area"
201134956 1204403 "Main urban area"
2904506 1205200 "Main urban area"
2931457 1152800 "Rural area with low urban influence"
201103271 1324700 "Rural area with moderate urban influence"
201231597 1202404 "Main urban area"
2800021 1280705 "Rural area with low urban influence"
2802564 1264504 "Main urban area"
201001675 1266407 "Independent Urban Area"
201201090 1196700 "Main urban area"
201033517 1196700 "Main urban area"
201231541 1203206 "Main urban area"
201133381 1196800 "Main urban area"
201230364 1195200 "Main urban area"
201037195 1195200 "Main urban area"
2833172 1195200 "Main urban area"
2931358 1195600 "Main urban area"
2833129 1196100 "Main urban area"
201230194 1202600 "Main urban area"
2835512 1202600 "Main urban area"
201232652 1195200 "Main urban area"
201104606 1195200 "Main urban area"
201201098 1197000 "Main urban area"
2931301 1203300 "Main urban area"
201032656 1197000 "Main urban area"
2839233 1194700 "Main urban area"
2834284 1198400 "Main urban area"
201037184 1198400 "Main urban area"
201137162 1198400 "Main urban area"
2835513 1198601 "Main urban area"
201236643 1204100 "Main urban area"
201205276 1204401 "Main urban area"
201004850 1204100 "Main urban area"
201037178 1204100 "Main urban area"
201131557 1200200 "Main urban area"
201201304 1204401 "Main urban area"
2933013 1194900 "Main urban area"
201043313 1196100 "Main urban area"
201104440 1196100 "Main urban area"
2944492 1202901 "Main urban area"
201239305 1203600 "Main urban area"
201005996 1197800 "Main urban area"
2937919 1197800 "Main urban area"
2932367 1197800 "Main urban area"
2800082 1204100 "Main urban area"
2837025 1204401 "Main urban area"
201240814 1204401 "Main urban area"
201235405 1204401 "Main urban area"
201034976 1204401 "Main urban area"
201039485 1204401 "Main urban area"
201231058 1204401 "Main urban area"
2905779 1196800 "Main urban area"
201031978 1196800 "Main urban area"
201135059 1196800 "Main urban area"
2932359 1197400 "Main urban area"
2839373 1197400 "Main urban area"
2844677 1197400 "Main urban area"
201137196 1197400 "Main urban area"
201005997 1197400 "Main urban area"
201004367 1203600 "Main urban area"
201234774 1198400 "Main urban area"
201101065 1202600 "Main urban area"
201230902 1202600 "Main urban area"
201104030 1202600 "Main urban area"
201240808 1202600 "Main urban area"
2837129 1195200 "Main urban area"
201137562 1195200 "Main urban area"
201137324 1195100 "Main urban area"
201135332 1195100 "Main urban area"
201241750 1195200 "Main urban area"
201234492 1203000 "Main urban area"
201235468 1196100 "Main urban area"
201241206 1202901 "Main urban area"
201134628 1202901 "Main urban area"
201101099 1202901 "Main urban area"
201101556 1202901 "Main urban area"
2906404 1202700 "Main urban area"
201231546 1196100 "Main urban area"
2933048 1195600 "Main urban area"
201043441 1195200 "Main urban area"
2941893 1195600 "Main urban area"
201037160 1202600 "Main urban area"
2804700 1195200 "Main urban area"
201202226 1195200 "Main urban area"
201044393 1196200 "Main urban area"
2806084 1196200 "Main urban area"
201040767 1196200 "Main urban area"
2832016 1196200 "Main urban area"
201139572 1196200 "Main urban area"
201033523 1203300 "Main urban area"
201230991 1203300 "Main urban area"
201030837 1203000 "Main urban area"
201240379 1196700 "Main urban area"
2843993 1198601 "Main urban area"
201203917 1198601 "Main urban area"
201104038 1204100 "Main urban area"
201001403 1198601 "Main urban area"
201202200 1198601 "Main urban area"
201033662 1203600 "Main urban area"
201201305 1203600 "Main urban area"
201238891 1203600 "Main urban area"
201204425 1203600 "Main urban area"
201100066 1203600 "Main urban area"
2936437 1203600 "Main urban area"
201133208 1203600 "Main urban area"
2932348 1203600 "Main urban area"
2803862 1179301 "Main urban area"
201042940 1178600 "Main urban area"
2944089 1178600 "Main urban area"
201137167 1178700 "Main urban area"
2805235 1178800 "Main urban area"
201134652 1178600 "Main urban area"
201006140 1178400 "Main urban area"
2904237 1179301 "Main urban area"
2831795 1178300 "Main urban area"
201100037 1281601 "Highly rural/remote area"
2801155 1158101 "Main urban area"
2835662 1155900 "Main urban area"
201038377 1224500 "Main urban area"
2943485 1195300 "Main urban area"
201203432 1140800 "Independent Urban Area"
201001089 1140800 "Independent Urban Area"
2933035 1140800 "Independent Urban Area"
2842769 1195300 "Main urban area"
2842782 1168501 "Main urban area"
201203757 1305300 "Independent Urban Area"
2933094 1305300 "Independent Urban Area"
2933168 1306900 "Independent Urban Area"
201236676 1308000 "Independent Urban Area"
201035093 1308000 "Independent Urban Area"
201103269 1308000 "Independent Urban Area"
2834201 1308000 "Independent Urban Area"
201037962 1308000 "Independent Urban Area"
201039402 1308000 "Independent Urban Area"
201032822 1306900 "Independent Urban Area"
201137185 1305400 "Independent Urban Area"
201043340 1305400 "Independent Urban Area"
201034154 1305400 "Independent Urban Area"
201138288 1305400 "Independent Urban Area"
2902057 1204704 "Main urban area"
2902303 1162600 "Main urban area"
201030623 1167801 "Main urban area"
2941009 1296701 "Rural area with moderate urban influence"
2806378 1292500 "Rural area with low urban influence"
201039488 1187001 "Main urban area"
201104577 1306400 "Independent Urban Area"
2903467 1306700 "Independent Urban Area"
201134202 1306800 "Independent Urban Area"
2940515 1306900 "Independent Urban Area"
201004929 1307000 "Independent Urban Area"
2933559 1307500 "Independent Urban Area"
2805640 1336400 "Rural area with low urban influence"
2805993 1243900 "Main urban area"
201104502 1330002 "Rural area with moderate urban influence"
201000075 1330002 "Rural area with moderate urban influence"
201239357 1192001 "Rural area with high urban influence"
201200035 1192001 "Rural area with high urban influence"
201238890 1192001 "Rural area with high urban influence"
2900033 1192002 "Rural area with high urban influence"
201137286 1192002 "Rural area with high urban influence"
2933566 1300600 "Rural area with low urban influence"
201104572 1300600 "Rural area with low urban influence"
201031239 1300500 "Rural area with low urban influence"
2938676 1163200 "Main urban area"
201135650 1163200 "Main urban area"
2933124 1163300 "Main urban area"
201035056 1163200 "Main urban area"
2835373 1193800 "Rural area with high urban influence"
2845057 1193702 "Rural area with high urban influence"
201201261 1227700 "Main urban area"
201103680 1154400 "Main urban area"
201143541 1232700 "Main urban area"
2835301 1268600 "Independent Urban Area"
201230664 1268600 "Independent Urban Area"
201003203 1268700 "Independent Urban Area"
201203760 1268700 "Independent Urban Area"
201003243 1268700 "Independent Urban Area"
2804132 1268700 "Independent Urban Area"
2844122 1268700 "Independent Urban Area"
2941165 1268600 "Independent Urban Area"
2835658 1268502 "Independent Urban Area"
201001383 1268502 "Independent Urban Area"
201139509 1268600 "Independent Urban Area"
2801915 1192400 "Rural area with high urban influence"
2844016 1305400 "Independent Urban Area"
2901274 1292300 "Rural area with low urban influence"
201201939 1258501 "Rural area with high urban influence"
201130039 1258704 "Rural area with moderate urban influence"
2901708 1258501 "Rural area with high urban influence"
201039328 1239700 "Main urban area"
2943710 1239600 "Main urban area"
201031257 1239200 "Main urban area"
2938679 1240100 "Main urban area"
2835646 1240200 "Main urban area"
201139226 1160900 "Main urban area"
201001803 1160900 "Main urban area"
201039301 1160900 "Main urban area"
201032654 1161000 "Main urban area"
201030020 1160700 "Main urban area"
201032826 1160900 "Main urban area"
201041848 1157100 "Main urban area"
201043021 1189702 "Rural area with high urban influence"
201036265 1189601 "Rural area with high urban influence"
201139522 1189701 "Rural area with high urban influence"
201036295 1189601 "Rural area with high urban influence"
201234467 1189701 "Rural area with high urban influence"
2905029 1189601 "Rural area with high urban influence"
201040857 1189601 "Rural area with high urban influence"
201044520 1189601 "Rural area with high urban influence"
2942508 1189701 "Rural area with high urban influence"
2841769 1189701 "Rural area with high urban influence"
2937909 1189701 "Rural area with high urban influence"
2835561 1189601 "Rural area with high urban influence"
2841801 1189701 "Rural area with high urban influence"
201241408 1189702 "Rural area with high urban influence"
201139099 1189702 "Rural area with high urban influence"
2900139 1332800 "Highly rural/remote area"
2841702 1332800 "Highly rural/remote area"
201036088 1174300 "Main urban area"
2941983 1329200 "Independent Urban Area"
2901381 1329000 "Independent Urban Area"
201038466 1270600 "Independent Urban Area"
201000021 1238400 "Main urban area"
201030827 1238400 "Main urban area"
2845324 1270600 "Independent Urban Area"
2842752 1270600 "Independent Urban Area"
201043309 1270600 "Independent Urban Area"
2902775 1203205 "Main urban area"
201139575 1203000 "Main urban area"
2841813 1270600 "Independent Urban Area"
2804087 1270600 "Independent Urban Area"
201233676 1162800 "Main urban area"
2930583 1162800 "Main urban area"
2941824 1162800 "Main urban area"
201135051 1162800 "Main urban area"
201042879 1162800 "Main urban area"
201205784 1162800 "Main urban area"
201201055 1162800 "Main urban area"
201032932 1163100 "Main urban area"
2837989 1198800 "Main urban area"
201041841 1198100 "Main urban area"
2837929 1216501 "Satellite Urban Area"
201135111 1190702 "Main urban area"
201133246 1190702 "Main urban area"
201004866 1190702 "Main urban area"
2934717 1191001 "Main urban area"
201137283 1191001 "Main urban area"
201134125 1191001 "Main urban area"
201230574 1190804 "Main urban area"
2803840 1190804 "Main urban area"
2845732 1190804 "Main urban area"
201135692 1191001 "Main urban area"
201134957 1191001 "Main urban area"
2839804 1190802 "Main urban area"
201005235 1191001 "Main urban area"
201002215 1191001 "Main urban area"
201138360 1190801 "Main urban area"
201242219 1190801 "Main urban area"
2933177 1190801 "Main urban area"
201130723 1190801 "Main urban area"
2932344 1190701 "Main urban area"
201131012 1190600 "Main urban area"
201104500 1190600 "Main urban area"
201233656 1264703 "Main urban area"
201043141 1245702 "Main urban area"
201135031 1254503 "Main urban area"
201103615 1254503 "Main urban area"
201038053 1254503 "Main urban area"
201004157 1303900 "Rural area with moderate urban influence"
2841863 1303900 "Rural area with moderate urban influence"
201203730 1150300 "Independent Urban Area"
2839211 1150300 "Independent Urban Area"
2937998 1150200 "Independent Urban Area"
201234927 1152402 "Rural area with low urban influence"
201237211 1152501 "Independent Urban Area"
2942605 1152502 "Rural area with moderate urban influence"
201132469 1204806 "Main urban area"
201002885 1335500 "Highly rural/remote area"
201133236 1336800 "Rural area with low urban influence"
201102344 1273600 "Independent Urban Area"
201033538 1273600 "Independent Urban Area"
201137255 1226100 "Main urban area"
201139291 1226000 "Main urban area"
2845627 1226100 "Main urban area"
2801496 1193800 "Rural area with high urban influence"
201039381 1264404 "Main urban area"
2933076 1264404 "Main urban area"
2939799 1217200 "Main urban area"
201037167 1217200 "Main urban area"
201130858 1217200 "Main urban area"
201130706 1219601 "Main urban area"
201030908 1264301 "Main urban area"
2834020 1219601 "Main urban area"
201138029 1264301 "Main urban area"
2845274 1193800 "Rural area with high urban influence"
201105743 1193800 "Rural area with high urban influence"
201233006 1214602 "Satellite Urban Area"
201033082 1182800 "Independent Urban Area"
201004763 1182800 "Independent Urban Area"
2944739 1171600 "Main urban area"
201136465 1196300 "Main urban area"
201031556 1196400 "Main urban area"
201031990 1294101 "Independent Urban Area"
2942675 1304601 "Independent Urban Area"
2801184 1304601 "Independent Urban Area"
2845369 1304601 "Independent Urban Area"
201132015 1221400 "Main urban area"
201002872 1131600 "Independent Urban Area"
2805213 1221200 "Main urban area"
2805730 1221200 "Main urban area"
