"meshblockID" "urbanRural" "code"
1740800 "Rural area with moderate urban influence" "E"
1537902 "Highly rural/remote area" "G"
1535502 "Rural area with low urban influence" "F"
2912100 "Main urban area" "A"
2947800 "Main urban area" "A"
2928000 "Main urban area" "A"
2930600 "Main urban area" "A"
2929000 "Main urban area" "A"
2912600 "Main urban area" "A"
2932300 "Main urban area" "A"
2950500 "Main urban area" "A"
2934300 "Main urban area" "A"
2930000 "Main urban area" "A"
2933300 "Main urban area" "A"
2928800 "Main urban area" "A"
2926700 "Main urban area" "A"
2933800 "Main urban area" "A"
2911700 "Main urban area" "A"
2928100 "Main urban area" "A"
2912200 "Main urban area" "A"
2950400 "Main urban area" "A"
2935700 "Main urban area" "A"
3157500 "Satellite Urban Area" "C"
2912300 "Main urban area" "A"
3155400 "Satellite Urban Area" "C"
3157400 "Satellite Urban Area" "C"
3097200 "Rural area with low urban influence" "F"
3157200 "Satellite Urban Area" "C"
3157300 "Satellite Urban Area" "C"
3156800 "Satellite Urban Area" "C"
3155200 "Satellite Urban Area" "C"
3157600 "Satellite Urban Area" "C"
3158100 "Satellite Urban Area" "C"
1199100 "Main urban area" "A"
1162800 "Main urban area" "A"
1155300 "Main urban area" "A"
1153602 "Main urban area" "A"
1153402 "Main urban area" "A"
1188601 "Main urban area" "A"
1199301 "Main urban area" "A"
1153207 "Main urban area" "A"
1153205 "Main urban area" "A"
1154101 "Main urban area" "A"
1203900 "Main urban area" "A"
1199900 "Main urban area" "A"
1155800 "Main urban area" "A"
1188802 "Main urban area" "A"
1199000 "Main urban area" "A"
1153208 "Main urban area" "A"
104500 "Main urban area" "A"
170806 "Main urban area" "A"
1045707 "Independent Urban Area" "B"
365700 "Main urban area" "A"
1154200 "Main urban area" "A"
1110300 "Rural area with low urban influence" "F"
233600 "Main urban area" "A"
1155200 "Main urban area" "A"
924100 "Main urban area" "A"
481200 "Main urban area" "A"
1204000 "Main urban area" "A"
1210900 "Satellite Urban Area" "C"
679100 "Main urban area" "A"
1215300 "Satellite Urban Area" "C"
562800 "Main urban area" "A"
929002 "Main urban area" "A"
262301 "Main urban area" "A"
922900 "Main urban area" "A"
1215200 "Satellite Urban Area" "C"
723000 "Main urban area" "A"
956801 "Main urban area" "A"
720800 "Main urban area" "A"
1215000 "Satellite Urban Area" "C"
765101 "Highly rural/remote area" "G"
711804 "Main urban area" "A"
723201 "Main urban area" "A"
296700 "Main urban area" "A"
720500 "Main urban area" "A"
712038 "Main urban area" "A"
929400 "Main urban area" "A"
1256500 "Main urban area" "A"
104100 "Main urban area" "A"
1215700 "Satellite Urban Area" "C"
1242800 "Main urban area" "A"
147110 "Rural area with moderate urban influence" "E"
1301900 "Rural area with low urban influence" "F"
180102 "Main urban area" "A"
1240900 "Main urban area" "A"
206900 "Main urban area" "A"
996800 "Independent Urban Area" "B"
784400 "Main urban area" "A"
437102 "Main urban area" "A"
1243402 "Main urban area" "A"
806301 "Main urban area" "A"
529600 "Main urban area" "A"
712039 "Main urban area" "A"
1242700 "Main urban area" "A"
793600 "Main urban area" "A"
540100 "Main urban area" "A"
1258501 "Rural area with high urban influence" "D"
800310 "Main urban area" "A"
691500 "Main urban area" "A"
801100 "Main urban area" "A"
711154 "Main urban area" "A"
800600 "Main urban area" "A"
800315 "Main urban area" "A"
800900 "Main urban area" "A"
800700 "Main urban area" "A"
996600 "Independent Urban Area" "B"
997200 "Independent Urban Area" "B"
793301 "Main urban area" "A"
792500 "Main urban area" "A"
67800 "Rural area with moderate urban influence" "E"
142100 "Rural area with low urban influence" "F"
189901 "Main urban area" "A"
515103 "Satellite Urban Area" "C"
675100 "Main urban area" "A"
406300 "Main urban area" "A"
719301 "Main urban area" "A"
285301 "Main urban area" "A"
684702 "Main urban area" "A"
2664100 "Main urban area" "A"
2663700 "Main urban area" "A"
2664400 "Main urban area" "A"
2507101 "Main urban area" "A"
2666000 "Main urban area" "A"
2494200 "Main urban area" "A"
2524200 "Main urban area" "A"
2507804 "Main urban area" "A"
2506307 "Main urban area" "A"
2469300 "Satellite Urban Area" "C"
2494100 "Main urban area" "A"
2469800 "Satellite Urban Area" "C"
2563000 "Main urban area" "A"
2525100 "Main urban area" "A"
2664900 "Main urban area" "A"
2467000 "Rural area with high urban influence" "D"
2505205 "Main urban area" "A"
2521300 "Main urban area" "A"
2663600 "Main urban area" "A"
2584900 "Main urban area" "A"
2519400 "Main urban area" "A"
2698802 "Main urban area" "A"
2585900 "Main urban area" "A"
2584800 "Main urban area" "A"
2639400 "Main urban area" "A"
2641300 "Main urban area" "A"
2321600 "Main urban area" "A"
2622200 "Main urban area" "A"
2102101 "Main urban area" "A"
2622100 "Main urban area" "A"
2333000 "Main urban area" "A"
2017800 "Main urban area" "A"
1982200 "Main urban area" "A"
2101600 "Main urban area" "A"
2279809 "Independent Urban Area" "B"
2279703 "Independent Urban Area" "B"
2586000 "Main urban area" "A"
2820000 "Independent Urban Area" "B"
2699500 "Main urban area" "A"
3035403 "Independent Urban Area" "B"
2821900 "Independent Urban Area" "B"
1518700 "Rural area with low urban influence" "F"
1731501 "Independent Urban Area" "B"
2819200 "Independent Urban Area" "B"
1738800 "Independent Urban Area" "B"
1524704 "Rural area with low urban influence" "F"
3035203 "Independent Urban Area" "B"
1534500 "Rural area with low urban influence" "F"
1516100 "Rural area with low urban influence" "F"
2321700 "Main urban area" "A"
3030910 "Independent Urban Area" "B"
2291700 "Independent Urban Area" "B"
1523404 "Rural area with low urban influence" "F"
1737600 "Independent Urban Area" "B"
2023700 "Main urban area" "A"
3030908 "Independent Urban Area" "B"
2289305 "Independent Urban Area" "B"
1738400 "Independent Urban Area" "B"
1518800 "Rural area with low urban influence" "F"
2820100 "Independent Urban Area" "B"
2297800 "Independent Urban Area" "B"
1516000 "Rural area with low urban influence" "F"
1762200 "Rural area with moderate urban influence" "E"
2299700 "Independent Urban Area" "B"
1737400 "Independent Urban Area" "B"
1518500 "Highly rural/remote area" "G"
2290300 "Independent Urban Area" "B"
1732800 "Rural area with low urban influence" "F"
1738300 "Independent Urban Area" "B"
2292101 "Rural area with moderate urban influence" "E"
2289605 "Independent Urban Area" "B"
2297100 "Independent Urban Area" "B"
3030902 "Rural area with low urban influence" "F"
3035204 "Independent Urban Area" "B"
1732900 "Rural area with moderate urban influence" "E"
1762100 "Rural area with moderate urban influence" "E"
1740000 "Independent Urban Area" "B"
1878300 "Satellite Urban Area" "C"
1777400 "Highly rural/remote area" "G"
2284801 "Highly rural/remote area" "G"
2296600 "Independent Urban Area" "B"
2284801 "Highly rural/remote area" "G"
2290401 "Independent Urban Area" "B"
2284801 "Highly rural/remote area" "G"
2284801 "Highly rural/remote area" "G"
2284801 "Highly rural/remote area" "G"
1281800 "Independent Urban Area" "B"
2284801 "Highly rural/remote area" "G"
1546100 "Satellite Urban Area" "C"
2284801 "Highly rural/remote area" "G"
1545900 "Satellite Urban Area" "C"
1545701 "Satellite Urban Area" "C"
1545800 "Satellite Urban Area" "C"
1544800 "Satellite Urban Area" "C"
1545702 "Satellite Urban Area" "C"
1546800 "Satellite Urban Area" "C"
2284801 "Highly rural/remote area" "G"
1903300 "Main urban area" "A"
1883001 "Rural area with low urban influence" "F"
1899500 "Main urban area" "A"
1896600 "Main urban area" "A"
2049700 "Main urban area" "A"
1900500 "Main urban area" "A"
1546000 "Satellite Urban Area" "C"
2049100 "Main urban area" "A"
1453000 "Main urban area" "A"
1287100 "Independent Urban Area" "B"
2061504 "Main urban area" "A"
1443800 "Main urban area" "A"
2049200 "Main urban area" "A"
1440401 "Main urban area" "A"
1449600 "Main urban area" "A"
1440402 "Main urban area" "A"
1651200 "Rural area with moderate urban influence" "E"
1448101 "Main urban area" "A"
1455500 "Main urban area" "A"
2050902 "Main urban area" "A"
2047100 "Main urban area" "A"
1455701 "Main urban area" "A"
1444200 "Main urban area" "A"
2914500 "Main urban area" "A"
2915400 "Main urban area" "A"
2931600 "Main urban area" "A"
3046002 "Highly rural/remote area" "G"
2914400 "Main urban area" "A"
3004002 "Highly rural/remote area" "G"
2916100 "Main urban area" "A"
2937500 "Main urban area" "A"
2936500 "Main urban area" "A"
3166706 "Area outside urban/rural profile" "Z"
3045700 "Rural area with low urban influence" "F"
3095400 "Rural area with moderate urban influence" "E"
3097400 "Highly rural/remote area" "G"
2999801 "Highly rural/remote area" "G"
3160200 "Rural area with high urban influence" "D"
3096800 "Highly rural/remote area" "G"
3159901 "Rural area with moderate urban influence" "E"
3160102 "Area outside urban/rural profile" "Z"
3097804 "Highly rural/remote area" "G"
3096000 "Highly rural/remote area" "G"
1256201 "Main urban area" "A"
1230000 "Main urban area" "A"
1241700 "Main urban area" "A"
1228200 "Main urban area" "A"
1240100 "Main urban area" "A"
1231200 "Main urban area" "A"
1229800 "Main urban area" "A"
1255300 "Main urban area" "A"
1239700 "Main urban area" "A"
1235800 "Main urban area" "A"
1228300 "Main urban area" "A"
1237800 "Main urban area" "A"
795700 "Main urban area" "A"
791400 "Main urban area" "A"
1230100 "Main urban area" "A"
1235600 "Main urban area" "A"
1059704 "Highly rural/remote area" "G"
767914 "Main urban area" "A"
1235700 "Main urban area" "A"
1229500 "Main urban area" "A"
797200 "Main urban area" "A"
765800 "Main urban area" "A"
796000 "Main urban area" "A"
799114 "Main urban area" "A"
797500 "Main urban area" "A"
769031 "Main urban area" "A"
766400 "Main urban area" "A"
799800 "Main urban area" "A"
806502 "Main urban area" "A"
766000 "Main urban area" "A"
1059618 "Rural area with low urban influence" "F"
792700 "Main urban area" "A"
1133206 "Highly rural/remote area" "G"
1241800 "Main urban area" "A"
1264503 "Main urban area" "A"
1236700 "Main urban area" "A"
1059625 "Highly rural/remote area" "G"
794600 "Main urban area" "A"
1056803 "Rural area with moderate urban influence" "E"
858100 "Main urban area" "A"
1059636 "Highly rural/remote area" "G"
1091502 "Rural area with moderate urban influence" "E"
1203100 "Main urban area" "A"
856600 "Main urban area" "A"
853500 "Rural area with high urban influence" "D"
1196800 "Main urban area" "A"
953400 "Main urban area" "A"
1203203 "Main urban area" "A"
1197200 "Main urban area" "A"
930103 "Main urban area" "A"
858300 "Main urban area" "A"
921900 "Main urban area" "A"
977900 "Main urban area" "A"
1214203 "Satellite Urban Area" "C"
861202 "Rural area with moderate urban influence" "E"
984505 "Main urban area" "A"
721000 "Main urban area" "A"
884201 "Main urban area" "A"
711730 "Main urban area" "A"
884202 "Main urban area" "A"
711738 "Main urban area" "A"
722100 "Main urban area" "A"
712030 "Main urban area" "A"
1056201 "Rural area with moderate urban influence" "E"
711729 "Main urban area" "A"
711736 "Main urban area" "A"
1209802 "Rural area with low urban influence" "F"
1214201 "Satellite Urban Area" "C"
787400 "Main urban area" "A"
787602 "Main urban area" "A"
111100 "Main urban area" "A"
173006 "Main urban area" "A"
182023 "Main urban area" "A"
319400 "Main urban area" "A"
434901 "Main urban area" "A"
258300 "Main urban area" "A"
623000 "Main urban area" "A"
285500 "Main urban area" "A"
2776400 "Rural area with moderate urban influence" "E"
3028002 "Highly rural/remote area" "G"
368300 "Main urban area" "A"
3028008 "Rural area with low urban influence" "F"
3028300 "Highly rural/remote area" "G"
3038901 "Rural area with low urban influence" "F"
2776200 "Rural area with moderate urban influence" "E"
2776300 "Rural area with moderate urban influence" "E"
3028010 "Rural area with low urban influence" "F"
3028007 "Rural area with low urban influence" "F"
2776100 "Rural area with moderate urban influence" "E"
2825702 "Area outside urban/rural profile" "Z"
3028009 "Rural area with low urban influence" "F"
2375900 "Rural area with low urban influence" "F"
2290402 "Independent Urban Area" "B"
3028006 "Rural area with low urban influence" "F"
2824500 "Highly rural/remote area" "G"
2291902 "Independent Urban Area" "B"
2353400 "Satellite Urban Area" "C"
2824400 "Highly rural/remote area" "G"
2816800 "Rural area with low urban influence" "F"
2294700 "Independent Urban Area" "B"
2354400 "Satellite Urban Area" "C"
2354802 "Satellite Urban Area" "C"
2294300 "Independent Urban Area" "B"
2291300 "Independent Urban Area" "B"
2354300 "Satellite Urban Area" "C"
2354500 "Satellite Urban Area" "C"
2291101 "Independent Urban Area" "B"
2291102 "Independent Urban Area" "B"
2354101 "Satellite Urban Area" "C"
2354702 "Satellite Urban Area" "C"
2292400 "Independent Urban Area" "B"
110002 "Main urban area" "A"
171902 "Main urban area" "A"
2776500 "Rural area with moderate urban influence" "E"
2850000 "Highly rural/remote area" "G"
182012 "Main urban area" "A"
2816900 "Rural area with low urban influence" "F"
355601 "Main urban area" "A"
3027802 "Highly rural/remote area" "G"
417400 "Main urban area" "A"
463800 "Main urban area" "A"
387300 "Main urban area" "A"
2354600 "Satellite Urban Area" "C"
2295100 "Independent Urban Area" "B"
691700 "Main urban area" "A"
2290501 "Independent Urban Area" "B"
2510400 "Main urban area" "A"
599000 "Main urban area" "A"
2353300 "Rural area with moderate urban influence" "E"
2507507 "Main urban area" "A"
2508500 "Main urban area" "A"
2508302 "Main urban area" "A"
2506100 "Main urban area" "A"
2526100 "Main urban area" "A"
2507000 "Main urban area" "A"
2664700 "Main urban area" "A"
1894701 "Main urban area" "A"
2054600 "Main urban area" "A"
108400 "Main urban area" "A"
2056300 "Main urban area" "A"
2063000 "Main urban area" "A"
171704 "Main urban area" "A"
2064100 "Main urban area" "A"
2061600 "Main urban area" "A"
2525207 "Main urban area" "A"
180844 "Main urban area" "A"
2586500 "Main urban area" "A"
2047300 "Main urban area" "A"
1896300 "Main urban area" "A"
354300 "Main urban area" "A"
2507608 "Main urban area" "A"
2622802 "Main urban area" "A"
2048300 "Main urban area" "A"
2062000 "Main urban area" "A"
511900 "Main urban area" "A"
2584600 "Main urban area" "A"
2047400 "Main urban area" "A"
2053103 "Main urban area" "A"
1434900 "Main urban area" "A"
1669400 "Highly rural/remote area" "G"
533501 "Main urban area" "A"
2584500 "Main urban area" "A"
2063800 "Main urban area" "A"
1893501 "Main urban area" "A"
1454200 "Main urban area" "A"
1451100 "Main urban area" "A"
551500 "Main urban area" "A"
2588300 "Main urban area" "A"
1895400 "Main urban area" "A"
2064600 "Main urban area" "A"
1446000 "Main urban area" "A"
1437100 "Main urban area" "A"
681312 "Main urban area" "A"
2640200 "Main urban area" "A"
2100400 "Main urban area" "A"
1435500 "Main urban area" "A"
1445400 "Main urban area" "A"
299000 "Main urban area" "A"
2643000 "Main urban area" "A"
2101000 "Main urban area" "A"
1454300 "Main urban area" "A"
1439300 "Main urban area" "A"
2625800 "Main urban area" "A"
2098900 "Main urban area" "A"
1451800 "Main urban area" "A"
1452600 "Main urban area" "A"
2320600 "Main urban area" "A"
1440100 "Main urban area" "A"
1451700 "Main urban area" "A"
2016600 "Main urban area" "A"
1438702 "Main urban area" "A"
1445200 "Main urban area" "A"
2099200 "Main urban area" "A"
1982000 "Main urban area" "A"
2046100 "Main urban area" "A"
2048200 "Main urban area" "A"
2018000 "Main urban area" "A"
1897100 "Main urban area" "A"
1895200 "Main urban area" "A"
2639000 "Main urban area" "A"
2588700 "Main urban area" "A"
1435400 "Main urban area" "A"
1441500 "Main urban area" "A"
1434100 "Main urban area" "A"
1521100 "Independent Urban Area" "B"
1442900 "Main urban area" "A"
1521300 "Independent Urban Area" "B"
2331700 "Main urban area" "A"
1520900 "Independent Urban Area" "B"
2103800 "Main urban area" "A"
1519000 "Independent Urban Area" "B"
1520800 "Independent Urban Area" "B"
1732400 "Rural area with moderate urban influence" "E"
1520400 "Independent Urban Area" "B"
1520500 "Independent Urban Area" "B"
1519200 "Independent Urban Area" "B"
2284801 "Highly rural/remote area" "G"
1521200 "Independent Urban Area" "B"
1882404 "Rural area with moderate urban influence" "E"
2284801 "Highly rural/remote area" "G"
2225002 "Highly rural/remote area" "G"
2284801 "Highly rural/remote area" "G"
2284801 "Highly rural/remote area" "G"
1549501 "Satellite Urban Area" "C"
2284801 "Highly rural/remote area" "G"
1288602 "Rural area with low urban influence" "F"
2284801 "Highly rural/remote area" "G"
1548100 "Satellite Urban Area" "C"
1547800 "Satellite Urban Area" "C"
1548900 "Satellite Urban Area" "C"
1549302 "Satellite Urban Area" "C"
1399800 "Rural area with low urban influence" "F"
1551700 "Rural area with moderate urban influence" "E"
2284801 "Highly rural/remote area" "G"
1882900 "Rural area with high urban influence" "D"
1288601 "Highly rural/remote area" "G"
1547702 "Satellite Urban Area" "C"
3148600 "Main urban area" "A"
3084201 "Main urban area" "A"
3151400 "Main urban area" "A"
3154000 "Main urban area" "A"
3163800 "Rural area with moderate urban influence" "E"
3147600 "Main urban area" "A"
3149300 "Main urban area" "A"
3084300 "Main urban area" "A"
3083701 "Main urban area" "A"
3112700 "Main urban area" "A"
3147100 "Main urban area" "A"
3083702 "Main urban area" "A"
3151000 "Main urban area" "A"
3112800 "Main urban area" "A"
3147200 "Main urban area" "A"
3083102 "Main urban area" "A"
3148500 "Main urban area" "A"
3151600 "Main urban area" "A"
3151900 "Main urban area" "A"
3148400 "Main urban area" "A"
3012700 "Highly rural/remote area" "G"
2939300 "Main urban area" "A"
2916900 "Main urban area" "A"
2969100 "Main urban area" "A"
2920400 "Main urban area" "A"
2918800 "Main urban area" "A"
2920600 "Main urban area" "A"
3045800 "Rural area with low urban influence" "F"
2920200 "Main urban area" "A"
2974500 "Rural area with moderate urban influence" "E"
880100 "Main urban area" "A"
916301 "Main urban area" "A"
881300 "Main urban area" "A"
921200 "Main urban area" "A"
889301 "Main urban area" "A"
919600 "Main urban area" "A"
880300 "Main urban area" "A"
880700 "Main urban area" "A"
1333600 "Rural area with low urban influence" "F"
882100 "Main urban area" "A"
921305 "Main urban area" "A"
929800 "Main urban area" "A"
790300 "Main urban area" "A"
711731 "Main urban area" "A"
65600 "Rural area with moderate urban influence" "E"
932200 "Main urban area" "A"
1207203 "Rural area with low urban influence" "F"
711725 "Main urban area" "A"
293501 "Main urban area" "A"
126100 "Highly rural/remote area" "G"
920901 "Main urban area" "A"
883300 "Main urban area" "A"
781900 "Main urban area" "A"
712008 "Main urban area" "A"
166410 "Main urban area" "A"
636600 "Main urban area" "A"
711301 "Main urban area" "A"
516505 "Satellite Urban Area" "C"
711724 "Main urban area" "A"
712007 "Main urban area" "A"
634377 "Area outside urban/rural profile" "Z"
637801 "Main urban area" "A"
790000 "Main urban area" "A"
513200 "Main urban area" "A"
301700 "Main urban area" "A"
294002 "Main urban area" "A"
242700 "Main urban area" "A"
712005 "Main urban area" "A"
789901 "Main urban area" "A"
271600 "Main urban area" "A"
286600 "Main urban area" "A"
854700 "Satellite Urban Area" "C"
887701 "Main urban area" "A"
854104 "Satellite Urban Area" "C"
1234300 "Main urban area" "A"
885801 "Main urban area" "A"
1230721 "Main urban area" "A"
1234100 "Main urban area" "A"
1234200 "Main urban area" "A"
608355 "Area outside urban/rural profile" "Z"
608337 "Area outside urban/rural profile" "Z"
1230724 "Main urban area" "A"
300501 "Main urban area" "A"
1232300 "Main urban area" "A"
1060215 "Rural area with low urban influence" "F"
294200 "Main urban area" "A"
1230900 "Main urban area" "A"
767902 "Main urban area" "A"
1001001 "Rural area with low urban influence" "F"
1060224 "Highly rural/remote area" "G"
765600 "Main urban area" "A"
773501 "Main urban area" "A"
1060225 "Highly rural/remote area" "G"
44902 "Rural area with low urban influence" "F"
608339 "Area outside urban/rural profile" "Z"
440000 "Highly rural/remote area" "G"
767907 "Main urban area" "A"
517101 "Highly rural/remote area" "G"
181903 "Main urban area" "A"
1225900 "Main urban area" "A"
246105 "Main urban area" "A"
1046007 "Independent Urban Area" "B"
1234400 "Main urban area" "A"
258901 "Main urban area" "A"
272704 "Main urban area" "A"
711014 "Main urban area" "A"
773502 "Main urban area" "A"
856300 "Main urban area" "A"
1060221 "Highly rural/remote area" "G"
1088100 "Independent Urban Area" "B"
1187402 "Main urban area" "A"
855600 "Main urban area" "A"
1185600 "Rural area with moderate urban influence" "E"
1202600 "Main urban area" "A"
1089400 "Independent Urban Area" "B"
1196000 "Main urban area" "A"
61000 "Rural area with low urban influence" "F"
125800 "Rural area with low urban influence" "F"
167800 "Main urban area" "A"
198702 "Main urban area" "A"
1098900 "Rural area with low urban influence" "F"
336000 "Main urban area" "A"
1196300 "Main urban area" "A"
395500 "Main urban area" "A"
536500 "Main urban area" "A"
386503 "Main urban area" "A"
594901 "Main urban area" "A"
2588000 "Main urban area" "A"
2496200 "Main urban area" "A"
2496005 "Main urban area" "A"
2491503 "Main urban area" "A"
2583900 "Main urban area" "A"
2498601 "Main urban area" "A"
2642400 "Main urban area" "A"
2620500 "Main urban area" "A"
2643800 "Main urban area" "A"
2539102 "Main urban area" "A"
2589202 "Main urban area" "A"
2621400 "Main urban area" "A"
2014100 "Main urban area" "A"
2321100 "Main urban area" "A"
2642800 "Main urban area" "A"
2624501 "Main urban area" "A"
2319600 "Main urban area" "A"
2097601 "Main urban area" "A"
2493400 "Rural area with high urban influence" "D"
2499000 "Main urban area" "A"
2283600 "Rural area with low urban influence" "F"
2014700 "Main urban area" "A"
2318300 "Main urban area" "A"
2360603 "Main urban area" "A"
2327100 "Main urban area" "A"
2014201 "Main urban area" "A"
2317700 "Main urban area" "A"
2017500 "Main urban area" "A"
2022000 "Main urban area" "A"
1981603 "Main urban area" "A"
2097900 "Main urban area" "A"
2100000 "Main urban area" "A"
2583300 "Main urban area" "A"
2589500 "Main urban area" "A"
2589203 "Main urban area" "A"
2797600 "Independent Urban Area" "B"
2590302 "Main urban area" "A"
2800600 "Independent Urban Area" "B"
2800800 "Independent Urban Area" "B"
2800700 "Independent Urban Area" "B"
2318400 "Main urban area" "A"
2016000 "Main urban area" "A"
2801300 "Independent Urban Area" "B"
2093500 "Main urban area" "A"
2801200 "Independent Urban Area" "B"
2189700 "Main urban area" "A"
2011800 "Main urban area" "A"
2797000 "Independent Urban Area" "B"
2187600 "Main urban area" "A"
2797100 "Independent Urban Area" "B"
2189100 "Main urban area" "A"
2188602 "Main urban area" "A"
2188700 "Main urban area" "A"
2137321 "Area outside urban/rural profile" "Z"
2189600 "Main urban area" "A"
2188601 "Main urban area" "A"
2800500 "Independent Urban Area" "B"
2797400 "Independent Urban Area" "B"
1868000 "Independent Urban Area" "B"
1859200 "Rural area with moderate urban influence" "E"
2284801 "Highly rural/remote area" "G"
1868100 "Independent Urban Area" "B"
79405 "Rural area with high urban influence" "D"
2226600 "Rural area with low urban influence" "F"
1872400 "Independent Urban Area" "B"
2189200 "Main urban area" "A"
174103 "Main urban area" "A"
2526600 "Main urban area" "A"
1858901 "Independent Urban Area" "B"
2348900 "Highly rural/remote area" "G"
193802 "Main urban area" "A"
2189902 "Main urban area" "A"
2504302 "Main urban area" "A"
2284900 "Highly rural/remote area" "G"
2348300 "Rural area with low urban influence" "F"
351000 "Main urban area" "A"
2528400 "Main urban area" "A"
1872500 "Independent Urban Area" "B"
2284900 "Highly rural/remote area" "G"
1032800 "Independent Urban Area" "B"
1026104 "Rural area with moderate urban influence" "E"
454300 "Main urban area" "A"
2504901 "Main urban area" "A"
2284900 "Highly rural/remote area" "G"
1873900 "Independent Urban Area" "B"
1281502 "Rural area with moderate urban influence" "E"
1021301 "Independent Urban Area" "B"
462400 "Main urban area" "A"
2416902 "Highly rural/remote area" "G"
1869100 "Independent Urban Area" "B"
2284900 "Highly rural/remote area" "G"
1281403 "Rural area with low urban influence" "F"
1036900 "Independent Urban Area" "B"
479800 "Main urban area" "A"
2525900 "Main urban area" "A"
1036300 "Independent Urban Area" "B"
1587920 "Area outside urban/rural profile" "Z"
283100 "Main urban area" "A"
2507606 "Main urban area" "A"
1281504 "Rural area with moderate urban influence" "E"
1037100 "Independent Urban Area" "B"
608200 "Main urban area" "A"
2508000 "Main urban area" "A"
1037000 "Independent Urban Area" "B"
1281503 "Rural area with low urban influence" "F"
1026103 "Rural area with high urban influence" "D"
1035400 "Independent Urban Area" "B"
1037200 "Independent Urban Area" "B"
1026508 "Rural area with low urban influence" "F"
1874100 "Independent Urban Area" "B"
2284801 "Highly rural/remote area" "G"
1882001 "Rural area with moderate urban influence" "E"
1894200 "Main urban area" "A"
1872703 "Independent Urban Area" "B"
1905000 "Main urban area" "A"
2463500 "Rural area with moderate urban influence" "E"
2062100 "Main urban area" "A"
2465602 "Satellite Urban Area" "C"
2045700 "Main urban area" "A"
1038100 "Independent Urban Area" "B"
1026105 "Highly rural/remote area" "G"
2052300 "Main urban area" "A"
1281501 "Rural area with low urban influence" "F"
2060500 "Main urban area" "A"
1409500 "Rural area with high urban influence" "D"
1037600 "Independent Urban Area" "B"
1891400 "Main urban area" "A"
1436300 "Main urban area" "A"
76100 "Main urban area" "A"
1894800 "Main urban area" "A"
1427000 "Main urban area" "A"
173201 "Main urban area" "A"
1653901 "Independent Urban Area" "B"
216103 "Main urban area" "A"
1431100 "Main urban area" "A"
356200 "Main urban area" "A"
1450600 "Main urban area" "A"
501901 "Main urban area" "A"
1652800 "Independent Urban Area" "B"
239501 "Main urban area" "A"
1435900 "Main urban area" "A"
679600 "Main urban area" "A"
278404 "Main urban area" "A"
1894703 "Main urban area" "A"
573700 "Main urban area" "A"
1891800 "Main urban area" "A"
1427100 "Main urban area" "A"
1516700 "Independent Urban Area" "B"
1436200 "Main urban area" "A"
1516600 "Independent Urban Area" "B"
1773100 "Rural area with low urban influence" "F"
1517400 "Independent Urban Area" "B"
1729300 "Rural area with low urban influence" "F"
1517300 "Independent Urban Area" "B"
1516400 "Independent Urban Area" "B"
112600 "Main urban area" "A"
1687602 "Rural area with high urban influence" "D"
175013 "Main urban area" "A"
194403 "Main urban area" "A"
317300 "Main urban area" "A"
1046020 "Independent Urban Area" "B"
676000 "Main urban area" "A"
538100 "Main urban area" "A"
654400 "Main urban area" "A"
1687601 "Highly rural/remote area" "G"
607200 "Main urban area" "A"
1516800 "Independent Urban Area" "B"
2898000 "Main urban area" "A"
2939600 "Main urban area" "A"
2938700 "Main urban area" "A"
2961600 "Main urban area" "A"
2921500 "Main urban area" "A"
2967300 "Main urban area" "A"
2898100 "Main urban area" "A"
2968700 "Main urban area" "A"
2968100 "Main urban area" "A"
2962400 "Main urban area" "A"
3179200 "Highly rural/remote area" "G"
2895900 "Main urban area" "A"
2921400 "Main urban area" "A"
2962200 "Main urban area" "A"
2909130 "Area outside urban/rural profile" "Z"
2897200 "Main urban area" "A"
2909105 "Area outside urban/rural profile" "Z"
2897400 "Main urban area" "A"
2896200 "Main urban area" "A"
3082801 "Rural area with high urban influence" "D"
2961102 "Main urban area" "A"
3143400 "Main urban area" "A"
3105400 "Main urban area" "A"
3105300 "Main urban area" "A"
3145400 "Main urban area" "A"
3110400 "Main urban area" "A"
3110500 "Main urban area" "A"
3000100 "Highly rural/remote area" "G"
3142200 "Main urban area" "A"
3143300 "Main urban area" "A"
62001 "Area outside urban/rural profile" "Z"
129500 "Highly rural/remote area" "G"
161702 "Main urban area" "A"
201701 "Main urban area" "A"
227008 "Main urban area" "A"
255200 "Main urban area" "A"
445000 "Main urban area" "A"
694502 "Main urban area" "A"
637200 "Main urban area" "A"
62303 "Rural area with high urban influence" "D"
133444 "Rural area with moderate urban influence" "E"
178501 "Main urban area" "A"
202101 "Main urban area" "A"
249002 "Main urban area" "A"
1047911 "Highly rural/remote area" "G"
485100 "Main urban area" "A"
539600 "Main urban area" "A"
641401 "Main urban area" "A"
65700 "Rural area with low urban influence" "F"
133420 "Highly rural/remote area" "G"
517101 "Highly rural/remote area" "G"
326700 "Main urban area" "A"
225901 "Main urban area" "A"
407900 "Main urban area" "A"
525400 "Main urban area" "A"
539300 "Main urban area" "A"
372200 "Main urban area" "A"
76902 "Highly rural/remote area" "G"
175813 "Main urban area" "A"
185004 "Main urban area" "A"
361000 "Main urban area" "A"
505400 "Main urban area" "A"
236705 "Main urban area" "A"
626404 "Main urban area" "A"
285900 "Main urban area" "A"
587700 "Main urban area" "A"
74501 "Rural area with high urban influence" "D"
173901 "Main urban area" "A"
