"CRASH ROAD","CRASH DIST","CRASH DIRN","SIDE ROAD","CRASH ID","CRASH DATE","CRASH DOW","CRASH TIME","MVMT DESCR","CAUSES","ROAD WET","LIGHT","WTHRa","JUNC TYPE","TRAF CTRL","CRASH FATAL CNT","CRASH SEV CNT","CRASH MIN CNT",,"EASTING","NORTHING"
"1S/118/19.477","","A","IRONGATE BR","2820062","28/09/2008","Sun","0600","TRUCK1 NBD on SH 1S lost control turning left, TRUCK1 hit Bridge","TRUCK1 load interferes with driver","Dry","Twilight","Fine","Unknown","N/A","1","0","1","1663794","5319101",
"1S/118/19.952","50","N","BLUE DUCK ROAD","2821624","07/04/2008","Mon","1115","SUV1 EBD on SH 1S lost control turning right, SUV1 hit Cliff Bank on right hand bend ","SUV1 too fast entering corner, lost control when turning  ENV: heavy rain","Wet","Overcast","Heavy Rain","Unknown","N/A","0","1","1","1663389","5318959",
"1S/138/8.718","200","N","KANUKA LANE","2821543","20/03/2008","Thu","2100","MOTOR CYCLE1 NBD on SH 1S lost control; went off road to right, MOTOR CYCLE1 hit Ditch","MOTOR CYCLE1 suddenly swerved to avoid vehicle, misjudged intentions of another party","Dry","Dark","Fine","Unknown","N/A","0","1","0","1659085","5314096",
"1S/138/8.95","","I","KANUKA LANE","2821730","22/04/2008","Tue","1506","CAR1 SBD on SH 1S lost control turning right, CAR1 hit Traffic Sign on right hand bend ","CAR1 lost control when turning  ENV: surface","Dry","Bright Sun","Fine","T Type Junction","Nil","0","1","1","1659120","5313870",
"1S/138/9.273","660","N","PARSONS ROAD","201121221","17/02/2011","Thu","1042","MOTOR CYCLE1 NBD on SH 1S lost control but did not leave the road","MOTOR CYCLE1 suddenly braked","Dry","Bright Sun","Fine","Unknown","N/A","0","1","0","1658896","5313643",
"1S/155/4.226","400","W","SCARBOROUGH ST","201221230","23/02/2012","Thu","2025","MOTOR CYCLE1 WBD on SH 1S lost control; went off road to left, MOTOR CYCLE1 hit Kerb","MOTOR CYCLE1 too fast on straight, failed to notice warning sign  ENV: road surface under construction or maintenance","Dry","Twilight","Fine","Unknown","N/A","0","1","0","1655478","5304309",
"1S/155/4.815","400","W","SOUTH BAY PARADE","2922602","18/08/2009","Tue","1645","CAR1 EBD on SH 1S cutting corner hit VAN2 head on","CAR1 cutting corner on bend, overseas/migrant driver failed to adjust to NZ road rules and road conditions","Wet","Overcast","Mist","Unknown","N/A","0","3","3","1654897","5304298",
"1S/155/7.919","","I","INLAND KAIKOURA ROAD","201222805","12/10/2012","Fri","2114","VAN1 NBD on SH 1S lost control on straight and hit TRUCK2 head on","VAN1 alcohol test above limit or test refused, lost control","Dry","Dark","Fine","T Type Junction","Give Way Sign","0","1","1","1651858","5303802",
"1S/163/5.804","","A","PARITITAHI TNL","201221169","06/02/2012","Mon","1400","MOTOR CYCLE1 SBD on SH 1S lost control turning right, MOTOR CYCLE1 hit Bridge on right hand bend ","MOTOR CYCLE1 lost control when turning  ENV: road slippery (loose material on seal)","Dry","Bright Sun","Fine","Unknown","N/A","0","1","0","1647942","5300388",
"1S/163/5.804","","A","PARITITAHI TNL","2823132","01/11/2008","Sat","1000","MOTOR CYCLE1 SBD on SH 1S lost control turning right, MOTOR CYCLE1 hit Guard Rail on right hand bend ","MOTOR CYCLE1 lost control when turning, failed to notice bend in road","Dry","Bright Sun","Fine","Unknown","N/A","0","1","0","1647942","5300388",
"1S/163/15.189","1500","N","WAITANE ROAD","2920053","21/11/2009","Sat","1845","MOTOR CYCLE1 NBD on SH 1S lost control on curve and hit CAR2 head on","MOTOR CYCLE1 alcohol test below limit, drugs suspected, too fast entering corner, lost control under heavy braking","Dry","Overcast","Fine","Unknown","N/A","1","1","1","1642178","5294404",
"1S/179/3.725","1310","S","BIRCHES ROAD","2922724","06/09/2009","Sun","1100","CAR1 NBD on SH 1S lost control turning left","CAR1 too fast entering corner, lost control when turning, new driver showed inexperience","Dry","Bright Sun","Fine","Unknown","N/A","0","1","1","1638865","5291212",
"1S/179/3.932","1120","S","SLIPPERY CREEK CULV","201221549","12/04/2012","Thu","1150","MOTOR CYCLE1 NBD on SH 1S lost control turning right on right hand bend ","MOTOR CYCLE1 lost control when turning  ENV: road slippery (loose material on seal)","Wet","Overcast","Fine","Unknown","N/A","0","1","0","1638736","5291060",
"1S/185/1.108","200","N","OKARAHIA STM CV","201122986","13/12/2011","Tue","1730","load or trailer from TRUCK1 WBD on SH 1S hit SUV2 ","TRUCK1 load not well secured or moved","Dry","Bright Sun","Fine","Unknown","N/A","0","1","0","1637289","5290040",
"1S/185/1.408","100","S","OKARAHIA STM CV","201021519","20/04/2010","Tue","0451","TRUCK1 SBD on SH 1S lost control turning right, TRUCK1 hit Traffic Sign on right hand bend ","TRUCK1 too fast entering corner, lost control when turning, lost control under heavy acceleration","Dry","Dark","Fine","Unknown","Nil","0","1","0","1637064","5289915",
"6/0/0.29","","I","HUTCHESON ST","2813773","23/12/2008","Tue","1238","CAR1 NBD on HUTCHESON ST hit CAR2 crossing at right angle from right, CAR1 hit Parked Vehicle, CAR3 hit Parked Vehicle, CAR4 hit Parked Vehicle","CAR1 too fast on straight, wrong pedal","Dry","Bright Sun","Fine","Roundabout","Give Way Sign","0","1","0","1679766","5404378",
"6/0/0.306","","I","HUTCHESON ST","201010029","19/03/2010","Fri","2145","CAR1 EBD on SH 6 hit CAR2 crossing at right angle from right, CAR1 hit Traffic Island, CAR2 hit Traffic Island, Traffic Sign","CAR1 alcohol not suspected, tested and -ve (MoT use only)  CAR2 alcohol test above limit or test refused, too fast to give way at intersection, evading enforcement","Dry","Dark","Fine","Roundabout","Give Way Sign","1","0","1","1679756","5404388",
"6/0/6.378","400","E","JACKSONS ROAD","201011611","22/03/2010","Mon","1348","MOPED1 WBD on SH 6 hit obstruction, MOPED1 hit Debris","MOPED1 did not see or look for other party until too late","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1673694","5404082",
"6/10/0","","I","SH 63","2813761","29/10/2008","Wed","1545","BUS1 WBD on SH 6 hit CAR2 turning right onto SH 6 from the left","CAR2 did not stop at stop sign","Dry","Overcast","Fine","T Type Junction","Stop Sign","0","1","0","1669993","5403951",
"6/10/4.555","","I","RAPAURA ROAD","201211622","20/04/2012","Fri","1258","TRUCK1 SBD on SH 6 hit CAR2 turning right onto SH 6 from the left","CAR2 failed to give way at give way sign, didnt see/look when required to give way to traffic from another direction","Dry","Bright Sun","Fine","T Type Junction","Give Way Sign","0","1","1","1668212","5406909",
"6/10/5.19","100","S","WAIRAU BR S","2912723","28/08/2009","Fri","1410","CAR1 SBD on SH 6 lost control; went off road to right, CAR1 hit Post Or Pole, Traffic Sign","CAR1 fatigue (drowsy, tired, fell asleep), illness with no warning (eg heart attack)","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1667987","5407498",
"6/16/8.986","1100","S","MOUNT RILEY ROAD","2910027","10/03/2009","Tue","1135","CAR1 NBD on SH 6 lost control turning right, CAR1 went Over Bank, Ditch on right hand bend ","CAR1 alcohol not suspected, tested and -ve (MoT use only), too far left/right, attention diverted","Dry","Overcast","Fine","Unknown","Nil","1","0","0","1663672","5414912",
"6/16/10.601","520","N","MOUNT RILEY ROAD","201111443","18/02/2011","Fri","1320","VAN1 NBD on SH 6 overtaking hit MOTOR CYCLE2 head on","VAN1 overtaking deliberately in the face of oncoming traffic","Dry","Bright Sun","Fine","Unknown","N/A","0","1","0","1664646","5415995",
"6/16/10.7","","I","NORTHS ROAD","201012132","23/05/2010","Sun","1447","MOTOR CYCLE1 SBD on SH 6 overtaking hit CAR2 turning right","MOTOR CYCLE1 overtaking at an intersection, overtaking vehicle signaling right turn","Dry","Overcast","Fine","X Type Junction","Give Way Sign","0","2","0","1664702","5416075",
"6/16/11.319","400","E","OKARAMIO BR","2811493","08/03/2008","Sat","0630","CAR1 EBD on SH 6 lost control on curve and hit TRUCK2 head on","CAR1 alcohol test above limit or test refused, too fast entering corner","Dry","Twilight","Fine","Unknown","Nil","0","1","0","1664682","5416641",
"6/16/14.167","400","S","LONG VALLEY ROAD","201211342","06/03/2012","Tue","1700","CAR1 NBD on SH 6 lost control; went off road to left, CAR1 hit Cliff Bank, Fence, Post Or Pole","CAR1 alcohol test result unknown, attention diverted by cigarette etc","Dry","Overcast","Fine","Unknown","Nil","0","1","0","1663913","5419220",
"6/16/16.273","1700","N","LONG VALLEY ROAD","2910021","26/02/2009","Thu","1700","VAN1 NBD on SH 6 hit rear end of CAR2 stopped/moving slowly","VAN1 failed to notice car slowing  CAR2 alcohol not suspected, tested and -ve (MoT use only)","Dry","Overcast","Fine","Unknown","Nil","1","0","0","1663939","5421256",
"6/16/18.031","","A","NEWMAN CREEK CULV","201210036","27/06/2012","Wed","1445","VAN1 SBD on SH 6 hit SUV2 headon on straight","VAN1 too far left/right, fatigue (drowsy, tired, fell asleep)  CAR3 alcohol not suspected, tested and -ve (MoT use only)","Dry","Bright Sun","Fine","Unknown","N/A","1","1","0","1664160","5422961",
"6/34/5.598","","I","WILSON ST","201211437","23/03/2012","Fri","1600","SUV1 NBD on SH 6 hit CAR2 U-turning from same direction of travel","SUV1 suddenly braked, suddenly swerved to avoid vehicle  CAR2 inattentive, didnt see/look behind when changing lanes, position or direction","Dry","Bright Sun","Fine","T Type Junction","Give Way Sign","0","1","1","1664287","5429181",
"6/34/7.479","500","N","OLD COACH ROAD","201211468","07/04/2012","Sat","1815","MOTOR CYCLE1 NBD on SH 6 hit CAR2 U-turning from same direction of travel","MOTOR CYCLE1 suddenly swerved to avoid vehicle  CAR2 inattentive, didnt see/look behind when changing lanes, position or direction","Dry","Twilight","Fine","Unknown","Nil","0","1","0","1663440","5430547",
"6/34/11.385","500","W","WATSON CULV","201012518","04/08/2010","Wed","0645","VAN1 EBD on SH 6 lost control turning right, VAN1 hit Tree, Ditch on right hand bend ","VAN1 illness with no warning (eg heart attack)","Wet","Twilight","Light Rain","Unknown","Nil","0","1","0","1660238","5429575",
"6/34/11.554","1000","W","WILSONS ROAD","201111653","28/04/2011","Thu","2130","CAR1 NBD on SH 6 lost control turning left, CAR1 hit Cliff Bank","CAR1 lost control due to road conditions, attention diverted by driver dazzled by sun/lights  ENV: road slippery (loose material on seal), road obstructed (slip or subsidence)","Dry","Dark","Fine","Unknown","Nil","0","1","0","1660074","5429536",
"6/34/13.198","2650","E","WAKAMARINA ROAD","201012452","22/07/2010","Thu","1535","CAR1 WBD on SH 6 lost control; went off road to left, CAR1 went Over Bank","CAR1 lost control, fatigue (drowsy, tired, fell asleep)","Wet","Overcast","Light Rain","Unknown","Nil","0","1","0","1658541","5429057",
"6/34/15.476","30","W","RACECOURSE BR","201110002","02/01/2011","Sun","2030","SUV1 WBD on SH 6 lost control turning right, SUV1 hit Guard Rail on right hand bend ","SUV1 alcohol test above limit or test refused, too fast for conditions, lost control on unsealed road, casualty thrown from vehicle  ENV: surface","Dry","Overcast","Fine","Unknown","Nil","1","0","0","1656461","5428689",
"6/50/0.135","","I","TAPPS ROAD","2913193","10/10/2009","Sat","1900","VAN1 WBD on SH 6 hit VAN2 turning right onto SH 6 from the left","VAN2 failed to give way at give way sign, didnt see/look when required to give way to traffic from another direction","Dry","Overcast","Fine","T Type Junction","Give Way Sign","0","1","3","1656006","5428859",
"6/50/4.467","2000","W","KAIUMA BAY ROAD","201210055","02/10/2012","Tue","1755","CAR1 WBD on SH 6 lost control turning right, CAR1 hit Cliff Bank, Slip Or Flood on right hand bend ","CAR1 alcohol test above limit or test refused, lost control when turning, casualty thrown from vehicle","Dry","Bright Sun","Fine","Unknown","N/A","1","1","0","1652426","5428422",
"6/50/4.647","2180","W","KAIUMA BAY ROAD","201013383","04/12/2010","Sat","1815","CAR1 WBD on SH 6 lost control turning right, CAR1 hit Water/River on right hand bend ","CAR1 lost control while returning to seal from unsealed shoulder, attention diverted by cigarette etc","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1652287","5428309",
"6/50/5.042","820","E","HUGHES NO 1 BR","201012845","09/08/2010","Mon","1423","CAR1 SBD on SH 6 lost control turning right, CAR1 hit Fence on right hand bend ","CAR1 lost control when turning, driver over-reacted","Dry","Bright Sun","Fine","Unknown","Nil","0","3","0","1651946","5428112",
"6/50/6.39","20","W","HUGHES NO 2 BR","2912759","31/08/2009","Mon","0905","CAR1 WBD on SH 6 lost control turning right, CAR1 hit Tree on right hand bend ","CAR1 failed to notice bend in road","Dry","Overcast","Fine","Unknown","Nil","0","1","0","1650635","5427855",
"6/50/10.326","900","N","MAUNGATAPU ROAD","201210071","05/12/2012","Wed","1320","CAR1 NBD on SH 6 lost control on curve and hit VAN2 head on","CAR1 alcohol not suspected, tested and -ve (MoT use only), lost control while returning to seal from unsealed shoulder, overseas/migrant driver failed to adjust to NZ road rules and road conditions","Wet","Overcast","Heavy Rain","Unknown","N/A","2","2","0","1647908","5428810",
"6/65/0.149","500","N","HEBBERDS ROAD","201112705","05/08/2011","Fri","2120","SUV1 SBD on SH 6 lost control turning right, SUV1 hit Cliff Bank, Fence, Ditch on right hand bend ","SUV1 alcohol test above limit or test refused, lost control when turning, fatigue (drowsy, tired, fell asleep)","Dry","Dark","Fine","Unknown","Nil","0","1","0","1648414","5433519",
"6/65/4.07","520","N","RONGA ROAD","2813060","05/06/2008","Thu","0830","CAR1 SBD on SH 6 lost control turning right, CAR1 went Over Bank, Guard Rail on right hand bend ","CAR1 lost control due to road conditions  ENV: road slippery (frost or ice)","Ice/ Snow","Twilight","Mist","Unknown","Nil","0","1","0","1648838","5437138",
"6/65/6.849","1320","S","RAI SDL","2813692","04/12/2008","Thu","2020","TRUCK1 SBD on SH 6 lost control turning right, TRUCK1 hit Cliff Bank, Ditch on right hand bend ","TRUCK1 medical illness (not sudden eg flu)","Dry","Overcast","Fine","Unknown","Nil","0","1","0","1647073","5438872",
"6/65/7.359","810","E","RAI SDL","2911512","14/02/2009","Sat","1110","MOTOR CYCLE1 EBD on SH 6 lost control while overtaking, MOTOR CYCLE1 hit Cliff Bank, Ditch","MOTOR CYCLE1 lost control, overtaking line of traffic or queue","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1646823","5439286",
"6/65/8.066","100","E","RAI SDL","201012517","14/07/2010","Wed","0610","SUV1 EBD on SH 6 lost control turning right, SUV1 hit Cliff Bank on right hand bend ","SUV1 lost control due to road conditions  ENV: road slippery (frost or ice)","Ice/ Snow","Dark","Mist","Unknown","Nil","0","1","2","1646525","5439858",
"6/65/8.115","50","S","RAI SDL","201211438","19/01/2012","Thu","1550","MOTOR CYCLE1 NBD on SH 6 lost control turning right on right hand bend ","MOTOR CYCLE1 too fast entering corner, lost control under heavy acceleration, inattentive  ENV: road slippery (surface bleeding / defective)","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1646491","5439894",
"6/73/0.383","5000","N","RONGA ROAD","2811913","29/03/2008","Sat","1900","SUV1 SBD on SH 6 lost control turning left, SUV1 hit Cliff Bank","SUV1 lost control due to road conditions  ENV: road slippery (rain), heavy rain","Wet","Dark","Heavy Rain","Unknown","Nil","0","1","1","1646543","5440272",
"6/73/0.58","580","N","RAI SDL","201013692","29/11/2010","Mon","1505","CAR1 NBD on SH 6 lost control on curve and hit CAR2 head on","CAR1 lost control when turning","Dry","Bright Sun","Fine","Unknown","Nil","0","1","1","1646693","5440395",
"6/73/2.275","4250","E","KOKORUA ROAD","201010005","11/01/2010","Mon","1525","CAR1 SBD on SH 6 lost control turning right, CAR1 went Over Bank, Traffic Sign, Water/River on right hand bend ","CAR1 alcohol not suspected, tested and -ve (MoT use only), failed to notice bend in road, casualty drowned","Wet","Overcast","Light Rain","Unknown","Nil","1","0","0","1647212","5441607",
"6/73/2.683","640","S","SERPENTINE ROAD","2811885","01/01/2008","Tue","0430","CAR1 EBD on SH 6 lost control; went off road to right, CAR1 hit Cliff Bank","CAR1 alcohol test result unknown, fatigue (drowsy, tired, fell asleep)","Dry","Dark","Fine","Unknown","Nil","0","1","0","1647217","5442007",
"6/73/4.525","2000","E","KOKORUA ROAD","201212060","09/06/2012","Sat","2030","SUV1 NBD on SH 6 lost control turning left, SUV1 hit Guard Rail","SUV1 lost control when turning, new driver showed inexperience, driver over-reacted  ENV: slippery","Wet","Dark","Fine","Unknown","Nil","0","1","0","1646108","5442931",
"6/80/7.151","940","S","HIPPOLITE ROAD","2813232","12/10/2008","Sun","1500","TRUCK1 SBD on SH 6 swinging wide hit TRUCK2 head on","TRUCK1 swung wide on bend, attention diverted by cell phone","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1639865","5439213",
"6/80/11.353","200","E","WHANGAMOA SDL","201211033","14/01/2012","Sat","1537","MOTOR CYCLE1 EBD on SH 6 lost control on curve and hit CAR2 head on, MOTOR CYCLE1 hit Cliff Bank","MOTOR CYCLE1 too fast entering corner, lost control when turning, inattentive","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1637046","5436652",
"6/80/11.353","200","E","WHANGAMOA SDL","201211495","10/04/2012","Tue","1127","MOTOR CYCLE1 WBD on SH 6 lost control on curve and hit TRUCK2 head on","MOTOR CYCLE1 lost control when turning, new driver showed inexperience  ENV: road slippery (rain)","Wet","Bright Sun","Fine","Unknown","Nil","0","1","0","1637046","5436652",
"6/80/11.383","170","E","WHANGAMOA SDL","2813210","06/10/2008","Mon","1550","CAR1 SBD on SH 6 lost control turning left, CAR1 hit Cliff Bank","CAR1 too fast entering corner","Dry","Overcast","Fine","Unknown","Nil","0","1","0","1637016","5436651",
"6/80/11.427","180","E","SLATERS ROAD","201211254","17/02/2012","Fri","1610","MOTOR CYCLE1 WBD on SH 6 swinging wide hit TRUCK2 head on, MOTOR CYCLE1 hit Guard Rail","MOTOR CYCLE1 swung wide on bend, inattentive, misjudged speed of own vehicle","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1636982","5436625",
"6/80/16.72","940","E","CENTRAL ROAD","2912696","17/08/2009","Mon","1040","MOTOR CYCLE1 EBD on SH 6 lost control turning right, MOTOR CYCLE1 hit Traffic Sign on right hand bend ","MOTOR CYCLE1 too far left/right, attention diverted by driver dazzled by sun/lights  ENV: dazzling sun","Wet","Bright Sun","Fine","Unknown","Nil","0","1","0","1634326","5436037",
"6/80/17.846","500","S","TEAL VALLEY ROAD","201011301","10/01/2010","Sun","1850","VAN1 EBD on SH 6 swinging wide hit VAN2 head on","VAN1 swung wide on bend  ENV: heavy rain","Wet","Dark","Heavy Rain","Unknown","Nil","0","1","0","1633481","5435666",
"6/99/1.525","1490","N","TEAL VALLEY ROAD","2913645","06/11/2009","Fri","1510","MOTOR CYCLE1 SBD on SH 6 lost control while overtaking","MOTOR CYCLE1 lost control under heavy braking, attention diverted by other traffic","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1633188","5437450",
"6/99/4.286","","I","HILLWOOD DRIVE","201011941","15/04/2010","Thu","1635","SUV2 turning right hit by oncoming CAR1 WBD on SH 6 ","SUV2 failed to give way when turning to non-turning traffic, attention diverted by scenery or persons outside vehicle, didnt see/look when required to give way to traffic from another direction","Dry","Bright Sun","Fine","T Type Junction","Give Way Sign","0","2","1","1630729","5438046",
"6/99/4.816","530","N","HILLWOOD DRIVE","2912880","11/09/2009","Fri","1808","SUV1 NBD on SH 6 lost control turning right, SUV1 went Over Bank, Tree, Water/River on right hand bend ","SUV1 attention diverted by cigarette etc","Wet","Twilight","Fine","Unknown","Nil","0","2","0","1630276","5438315",
"6/99/5.093","","I","GLEN ROAD","2811994","29/05/2008","Thu","1240","VAN2 turning right hit by oncoming TRUCK1 NBD on SH 6 ","VAN2 failed to give way at give way sign, didnt see/look when visibility obstructed by other vehicles  ENV: visibility limited by curve","Dry","Bright Sun","Fine","T Type Junction","Give Way Sign","0","1","0","1630068","5438491",
"6/99/5.093","","I","GLEN ROAD","201212884","04/11/2012","Sun","1738","CAR1 SBD on SH 6 WAKAPUAKA ROAD hit CAR2 turning right onto SH 6 WAKAPUAKA ROAD from the left","CAR2 failed to give way at give way sign, didnt see/look when required to give way to traffic from another direction","Dry","Bright Sun","Fine","T Type Junction","Give Way Sign","0","1","0","1630068","5438491",
"6/99/7.124","500","N","TODDS BUSH ROAD","201010044","08/05/2010","Sat","1715","CAR1 WBD on SH 6 swinging wide hit VAN2 head on, VAN2 went Over Bank","CAR1 alcohol not suspected, tested and -ve (MoT use only), fatigue (drowsy, tired, fell asleep)","Dry","Twilight","Fine","Unknown","Nil","1","3","0","1628244","5437858",
"6/99/7.435","7400","N","TEAL VALLEY ROAD","201013104","19/09/2010","Sun","1515","MOTOR CYCLE1 SBD on SH 6 lost control turning left, MOTOR CYCLE1 hit Guard Rail","MOTOR CYCLE1 lost control due to road conditions  ENV: road slippery (rain)","Wet","Overcast","Fine","Unknown","Nil","0","1","0","1628213","5437556",
"6/99/8.346","50","S","BOULDER BANK DRIVE","2812820","15/06/2008","Sun","0930","MOTOR CYCLE1 NBD on SH 6 lost control turning right on right hand bend ","MOTOR CYCLE1 lost control due to road conditions  ENV: road slippery (painted markings)","Wet","Overcast","Light Rain","Unknown","Nil","0","1","0","1627681","5437050",
"6/99/9.322","120","W","ALLISDAIR ST","201013765","18/11/2010","Thu","1723","CAR1 EBD on SH 6 ATAWHAI lost control turning right, CAR1 went Over Bank, Ditch on right hand bend ","CAR1 lost control while returning to seal from unsealed shoulder, lost control end of seal  ENV: road slippery (loose material on seal)","Dry","Dark","Fine","Unknown","Nil","0","1","1","1627053","5436389",
"6/99/11.143","70","S","ATAWHAI CRESCENT S","201210011","04/02/2012","Sat","0340","CAR1 NBD on SH 6 hit PEDESTRIAN walking with traffic","PEDESTRIAN2 Intoxicated non-driver, pedestrian playing on road or unnecessarily on road","Dry","Dark","Fine","Unknown","N/A","1","0","1","1626528","5434701",
"6/99/11.979","570","S","TUI GLEN ROAD","2910040","24/04/2009","Fri","1820","CAR1 NBD on SH 6 hit rear of VAN2 turning right from centre line","CAR1 alcohol not suspected, tested and -ve (MoT use only), failed to notice car slowing  VAN2 brake-lights or indicators faulty or not fitted  ENV: entering or leaving private house / farm","Dry","Dark","Fine","Driveway","Nil","1","0","2","1626390","5433886",
"6/99/15.122","300","E","TRAFALGAR ST","201210054","25/09/2012","Tue","1905","SUV1 EBD on SH 6 hit PEDESTRIAN crossing road from right side","PEDESTRIAN2 crossing road, running heedless of traffic, pedestrian wearing dark clothing","Dry","Dark","Fine","Unknown","N/A","1","0","0","1624100","5431894",
"6/99/15.222","200","E","TRAFALGAR ST","2911261","27/02/2009","Fri","2123","VAN1 WBD on SH 6 hit PEDESTRIAN crossing road from left side","PEDESTRIAN2 Intoxicated non-driver, crossing heedless of traffic","Dry","Dark","Fine","Unknown","Nil","0","1","0","1624006","5431860",
"6/116/0.817","25","S","ACCESS ROAD W","201212409","15/08/2012","Wed","0740","CAR1 SBD on SH 6 hit PEDESTRIAN walking with traffic","CAR1 emotionally upset/road rage, intentional collision","Dry","Overcast","Fine","Unknown","Nil","0","1","0","1622709","5431989",
"6/116/2.673","200","N","DAYS TRACK","201211131","12/01/2012","Thu","1320","TRUCK1 NBD on SH 6 hit rear end of CYCLIST2 (Age 60)stop/slow for obstruction","TRUCK1 misjudged speed, etc of vehicle coming from behind or alongside  CYCLIST2 too far left/right, misjudged speed, etc of vehicle coming from behind or alongside  ENV: road surface (potholed), road surface under construction or maintenance, road obstructed (slip or subsidence)","Dry","Overcast","Fine","Unknown","Nil","0","1","0","1621445","5430624",
"6/116/2.763","110","N","DAYS TRACK","2911999","06/06/2009","Sat","0155","VAN1 NBD on SH 6 cutting corner hit CAR2 head on","VAN1 alcohol test above limit or test refused, cutting corner on bend","Dry","Dark","Fine","Unknown","Nil","0","1","0","1621424","5430537",
"6/116/3.41","100","N","BISLEY AVENUE","2814005","20/02/2008","Wed","2245","CAR1 SBD on SH 6 hit PEDESTRIAN crossing road from left side","PEDESTRIAN2 crossing heedless of traffic, miscellaneous","Dry","Dark","Fine","Unknown","Nil","0","1","0","1621003","5430137",
"6/116/3.59","80","S","BISLEY AVENUE","201111958","09/05/2011","Mon","0821","CAR1 WBD on SH 6 hit PEDESTRIAN2 (Age 89) (Age 89)manoeuvring","CAR1 failed to give way at driveway  ENV: entering or leaving private house / farm","Dry","Bright Sun","Fine","Driveway","Nil","0","1","0","1620893","5430003",
"6/116/3.744","30","S","MURITAI ST","2913404","27/11/2009","Fri","1715","passenger fell from moving VAN1 SBD on SH 6 ","VAN1 riding in insecure position","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1620853","5429872",
"6/116/3.804","200","N","RUI ST","2912811","01/09/2009","Tue","1712","CYCLIST1 (Age 53)NBD on SH 6 hit PEDESTRIAN crossing road from right side","PEDESTRIAN2 stepped out from behind vehicle, crossing road, running heedless of traffic","Dry","Overcast","Fine","Unknown","Nil","0","1","1","1620824","5429775",
"PARKERS ROAD","","I","6/116/4.785","201212051","01/07/2012","Sun","0535","CAR1 NBD on SH 6 lost control turning left, CAR1 hit Fence, Phone Box Etc.","CAR1 alcohol test above limit or test refused, lost control when turning  ENV: road slippery (frost or ice)","Ice/ Snow","Dark","Fine","T Type Junction","Give Way Sign","0","2","0","1620611","5428781",
"6/116/4.814","","I","PARKERS ROAD","201010079","14/10/2010","Thu","1011","TRUCK2 turning right hit by oncoming CAR1 NBD on SH 6 ","CAR1 alcohol not suspected, tested and -ve (MoT use only), didn't signal in time incorrect signal  TRUCK2 failed to give way when turning to non-turning traffic, misjudged intentions of another party","Dry","Bright Sun","Fine","T Type Junction","Give Way Sign","1","0","0","1620611","5428781",
"6/116/5.242","30","N","DOUGLAS ROAD","201213218","07/12/2012","Fri","0910","VAN1 SBD on SH 6 ANNESBROOK DRIVE lost control on straight and hit TRUCK2 head on","VAN1 failed to keep left on straight, lost control under heavy braking","Dry","Bright Sun","Fine","Unknown","Nil","0","1","0","1620540","5428391",
"ANNESBROOK DRIVE","","I","WHAKATU DRIVE","201211628","24/04/2012","Tue","0800","CAR1 NBD on ANNESBROOK DRIVE hit CYCLIST2 (Age 35)crossing at right angle from right","CAR1 failed to give way at give way sign, didnt see/look when required to give way to traffic from another direction","Dry","Bright Sun","Fine","Roundabout","Give Way Sign","0","1","0","1620452","5428060",
"6/116/7.419","1500","S","QUARANTINE ROAD","201111386","11/03/2011","Fri","2315","CAR1 NBD on SH 6 lost control turning right, CAR1 hit Tree on right hand bend ","CAR1 alcohol test above limit or test refused, too fast entering corner, lost control when turning","Dry","Dark","Fine","Unknown","Nil","0","1","0","1618767","5427506",
"6/116/9.714","","I","SAXTON OFF SBD","201112284","04/06/2011","Sat","1233","SUV1 SBD on SH 6 lost control turning left, SUV1 hit Fence, Tree","SUV1 lost control when turning, illness with no warning (eg heart attack)","Wet","Overcast","Light Rain","T Type Junction","Nil","0","1","0","1617653","5425654",
"6/116/10.368","500","S","SAXTON ON SBD","201111953","05/05/2011","Thu","1735","CAR1 SBD on SH 6 WHAKATU hit rear end of VAN2 stop/slow for queue","CAR1 too fast for conditions, following too closely","Wet","Dark","Light Rain","Unknown","Nil","0","1","1","1617560","5425043",
"6/116/11.184","","I","LINK ROAD","2812248","17/06/2008","Tue","0736","CYCLIST2 (Age 58)turning right hit by oncoming CAR1 SBD on SH 6 ","CAR1 failed to give way at give way sign, didnt see/look when required to give way to traffic from another direction","Dry","Twilight","Fine","Roundabout","Give Way Sign","0","1","0","1617000","5424446",
"6/131/0.068","","I","BATEUP ROAD","2911549","08/04/2009","Wed","1000","MOTOR CYCLE2 turning right hit by oncoming CAR1 NBD on SH 6 ","CAR1 failed to give way at give way sign, didnt see/look when required to give way to traffic from another direction","Dry","Bright Sun","Fine","Roundabout","Give Way Sign","0","1","0","1614018","5422866",
